Sl. No.,Journal name,2022 JIF
8015,Subterranean Biology,1.1
8016,SURFACE REVIEW AND LETTERS,1.1
8017,Theoretical Computer Science,1.1
8018,THEORY IN BIOSCIENCES,1.1
8019,Topics in Companion Animal Medicine,1.1
8020,TRANSACTIONS OF THE JAPAN SOCIETY FOR AERONAUTICAL AND SPACE SCIENCES,1.1
8021,Turkish Journal of Electrical Engineering and Computer Sciences,1.1
8022,Ulusal Travma ve Acil Cerrahi Dergisi-Turkish Journal of Trauma & Emergency Surgery,1.1
8023,University Politehnica of Bucharest Scientific Bulletin-Series A-Applied Mathematics and Physics,1.1
8024,Vascular,1.1
8025,VETERINARY CLINICS OF NORTH AMERICA-EQUINE PRACTICE,1.1
8026,VITIS,1.1
8027,Water Economics and Policy,1.1
8028,WILDFOWL,1.1
8029,World Journal of Clinical Cases,1.1
8030,Zeitschrift der Deutschen Gesellschaft fur Geowissenschaften,1.1
8031,ACTA CHIROPTEROLOGICA,1
8032,Acta Endocrinologica-Bucharest,1
8033,ACTA ICHTHYOLOGICA ET PISCATORIA,1
8034,ACTA MATHEMATICA SCIENTIA,1
8035,Acta of Bioengineering and Biomechanics,1
8036,Acta Orthopaedica et Traumatologica Turcica,1
8037,ACTA PHYSICA SINICA,1
8038,Acta Reumatologica Portuguesa,1
8039,ACTA SOCIETATIS BOTANICORUM POLONIAE,1
8040,African Health Sciences,1
8041,AFRICAN JOURNAL OF ECOLOGY,1
8042,AKCE International Journal of Graphs and Combinatorics,1
8043,Algorithms for Molecular Biology,1
8044,AMEGHINIANA,1
8045,AMERICAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY,1
8046,AMERICAN JOURNAL OF VETERINARY RESEARCH,1
8047,AMERICAN SURGEON,1
8048,AMPHIBIAN & REPTILE CONSERVATION,1
8049,Anales del Sistema Sanitario De Navarra,1
8050,Analysis and Geometry in Metric Spaces,1
8051,ANIMAL SCIENCE PAPERS AND REPORTS,1
8052,ANNALES DE LIMNOLOGIE-INTERNATIONAL JOURNAL OF LIMNOLOGY,1
8053,ANNALES DE PALEONTOLOGIE,1
8054,ANNALI DI MATEMATICA PURA ED APPLICATA,1
8055,Annals of Functional Analysis,1
8056,ANNALS OF GEOPHYSICS,1
8057,ANNALS OF THE INSTITUTE OF STATISTICAL MATHEMATICS,1
8058,APPLIED MAGNETIC RESONANCE,1
8059,Applied Mathematics-A Journal of Chinese Universities Series B,1
8060,Applied Ontology,1
8061,ARCHIVES ITALIENNES DE BIOLOGIE,1
8062,Archives of Disease in Childhood-Education and Practice Edition,1
8063,ARQUIVOS BRASILEIROS DE OFTALMOLOGIA,1
8064,ASTRONOMY REPORTS,1
8065,AT-Automatisierungstechnik,1
8066,Australian Journal of Forensic Sciences,1
8067,BELGIAN JOURNAL OF ZOOLOGY,1
8068,BIO-MEDICAL MATERIALS AND ENGINEERING,1
8069,BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY,1
8070,Brazilian Journal of Probability and Statistics,1
8071,BULLETIN OF THE HISTORY OF MEDICINE,1
8072,CANADIAN JOURNAL OF ANIMAL SCIENCE,1
8073,CANADIAN VETERINARY JOURNAL-REVUE VETERINAIRE CANADIENNE,1
8074,CARDIOLOGY IN THE YOUNG,1
8075,Chalcogenide Letters,1
8076,CHEMICAL JOURNAL OF CHINESE UNIVERSITIES-CHINESE,1
8077,Chemosensory Perception,1
8078,CHINESE JOURNAL OF CHEMICAL PHYSICS,1
8079,CLINICAL NEUROPHARMACOLOGY,1
8080,Communications in Mathematical Sciences,1
8081,COMMUNICATIONS ON PURE AND APPLIED ANALYSIS,1
8082,Comparative Cytogenetics,1
8083,CRYOLETTERS,1
8084,CURRENT HIV RESEARCH,1
8085,CURRENT SCIENCE,1
8086,CYTOLOGIA,1
8087,Dyna,1
8088,Engenharia Agricola,1
8089,EUROPEAN JOURNAL OF COMBINATORICS,1
8090,European Journal of Industrial Engineering,1
8091,European Physical Journal H,1
8092,EUROPEAN PHYSICAL JOURNAL-APPLIED PHYSICS,1
8093,FACIAL PLASTIC SURGERY,1
8094,FINITE FIELDS AND THEIR APPLICATIONS,1
8095,FOLIA PHONIATRICA ET LOGOPAEDICA,1
8096,FORMAL ASPECTS OF COMPUTING,1
8097,Fundamental and Applied Limnology,1
8098,Geofizika,1
8099,GEOLOGICAL QUARTERLY,1
8100,GFF,1
8101,HELMINTHOLOGIA,1
8102,HEMOGLOBIN,1
8103,HERPETOLOGICAL JOURNAL,1
8104,HIGH TEMPERATURE,1
8105,Horticultural Science & Technology,1
8106,HORTTECHNOLOGY,1
8107,ICHTHYOLOGICAL EXPLORATION OF FRESHWATERS,1
8108,IEEJ Transactions on Electrical and Electronic Engineering,1
8109,INDIAN JOURNAL OF CANCER,1
8110,INDIAN JOURNAL OF GENETICS AND PLANT BREEDING,1
8111,Indian Journal of Orthopaedics,1
8112,Indian Journal of Pathology and Microbiology,1
8113,INFORMATION AND COMPUTATION,1
8114,Ingenieria e Investigacion,1
8115,INTEGRAL TRANSFORMS AND SPECIAL FUNCTIONS,1
8116,INTERFACES AND FREE BOUNDARIES,1
8117,International Journal of Acoustics and Vibration,1
8118,International Journal of Aeroacoustics,1
8119,International Journal of Agriculture and Natural Resources,1
8120,INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION,1
8121,International Journal of Web and Grid Services,1
8122,INTERNATIONAL MATHEMATICS RESEARCH NOTICES,1
8123,ISRAEL JOURNAL OF MATHEMATICS,1
8124,ISRAEL JOURNAL OF PLANT SCIENCES,1
8125,IZVESTIYA-PHYSICS OF THE SOLID EARTH,1
8126,JCPSP-Journal of the College of Physicians and Surgeons Pakistan,1
8127,JNP- The Journal for Nurse Practitioners,1
8128,JOURNAL D ANALYSE MATHEMATIQUE,1
8129,JOURNAL OF ANIMAL AND FEED SCIENCES,1
8130,Journal of Applied Fluid Mechanics,1
8131,JOURNAL OF APPLIED PROBABILITY,1
8132,JOURNAL OF ARACHNOLOGY,1
8133,Journal of Bioinformatics and Computational Biology,1
8134,JOURNAL OF CARBOHYDRATE CHEMISTRY,1
8135,JOURNAL OF COMBINATORIAL OPTIMIZATION,1
8136,Journal of Community Health Nursing,1
8137,Journal of Engineering Research,1
8138,JOURNAL OF ENVIRONMENTAL AND ENGINEERING GEOPHYSICS,1
8139,Journal of Forensic Nursing,1
8140,JOURNAL OF IMAGING SCIENCE AND TECHNOLOGY,1
8141,JOURNAL OF INSECT BEHAVIOR,1
8142,Journal of International Advanced Otology,1
8143,JOURNAL OF MATHEMATICAL SOCIOLOGY,1
8144,Journal of Mining and Metallurgy Section B-Metallurgy,1
8145,Journal of Neurological Surgery Part A-Central European Neurosurgery,1
8146,JOURNAL OF NIPPON MEDICAL SCHOOL,1
8147,Journal of Ovonic Research,1
8148,JOURNAL OF PRESSURE VESSEL TECHNOLOGY-TRANSACTIONS OF THE ASME,1
8149,Journal of Seed Science,1
8150,Journal of Spectral Theory,1
8151,JOURNAL OF THE AMERICAN MOSQUITO CONTROL ASSOCIATION,1
8152,JOURNAL OF THE JAPAN PETROLEUM INSTITUTE,1
8153,Journal of the Korean Astronomical Society,1
8154,JOURNAL OF THE SERBIAN CHEMICAL SOCIETY,1
8155,Journal of Trauma Nursing,1
8156,JOURNAL OF UNIVERSAL COMPUTER SCIENCE,1
8157,JOURNAL OF VETERINARY DENTISTRY,1
8158,JOURNAL OF VETERINARY MEDICAL EDUCATION,1
8159,Kinetic and Related Models,1
8160,KLINISCHE PADIATRIE,1
8161,LARYNGO-RHINO-OTOLOGIE,1
8162,Latin American Journal of Aquatic Research,1
8163,LCGC EUROPE,1
8164,Letters in Drug Design & Discovery,1
8165,LOGIC JOURNAL OF THE IGPL,1
8166,Macedonian Journal of Chemistry and Chemical engineering,1
8167,MAMMAL STUDY,1
8168,MAMMALIA,1
8169,MAPAN-Journal of Metrology Society of India,1
8170,MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY,1
8171,Materials Science-Medziagotyra,1
8172,MATHEMATICAL INEQUALITIES & APPLICATIONS,1
8173,MATHEMATICAL PHYSICS ANALYSIS AND GEOMETRY,1
8174,MATHEMATICAL RESEARCH LETTERS,1
8175,Mathematics in Engineering,1
8176,MATHEMATISCHE NACHRICHTEN,1
8177,Mediterranean Botany,1
8178,MEDYCYNA PRACY,1
8179,Membrane and Water Treatment,1
8180,Metrology and Measurement Systems,1
8181,MIKROBIYOLOJI BULTENI,1
8182,Minerva Biotechnology and Biomolecular Research,1
8183,MOLLUSCAN RESEARCH,1
8184,MYCOTAXON,1
8185,Networks and Heterogeneous Media,1
8186,New Medit,1
8187,NORTH AMERICAN JOURNAL OF AQUACULTURE,1
8188,Notfall & Rettungsmedizin,1
8189,NOVA HEDWIGIA,1
8190,NUMERICAL HEAT TRANSFER PART B-FUNDAMENTALS,1
8191,OCEANOLOGY,1
8192,Ophthalmic Surgery Lasers & Imaging Retina,1
8193,OSTRICH,1
8194,Pathologie,1
8195,PERSPECTIVES IN BIOLOGY AND MEDICINE,1
8196,Pflege,1
8197,Physiotherapy Canada,1
8198,PHYTOCOENOLOGIA,1
8199,Polish Journal of Chemical Technology,1
8200,POLYMER SCIENCE SERIES A,1
8201,POSITIVITY,1
8202,POWDER METALLURGY AND METAL CERAMICS,1
8203,PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY,1
8204,PROCEEDINGS OF THE YORKSHIRE GEOLOGICAL SOCIETY,1
8205,PROCESS SAFETY PROGRESS,1
8206,Promet-Traffic & Transportation,1
8207,QUANTUM INFORMATION & COMPUTATION,1
8208,Radiation Effects and Defects in Solids,1
8209,RADIATION PROTECTION DOSIMETRY,1
8210,RANDOM STRUCTURES & ALGORITHMS,1
8211,Revista Brasileira de Anestesiologia,1
8212,Revista Brasileira de Fruticultura,1
8213,REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE,1
8214,REVISTA DE LA FACULTAD DE CIENCIAS AGRARIAS,1
8215,REVISTA MEXICANA DE ASTRONOMIA Y ASTROFISICA,1
8216,Romanian Journal of Morphology and Embryology,1
8217,RUSSIAN JOURNAL OF BIOORGANIC CHEMISTRY,1
8218,SCANDINAVIAN JOURNAL OF STATISTICS,1
8219,SCHMERZ,1
8220,SEMINARS IN SPEECH AND LANGUAGE,1
8221,SIAM Journal on Financial Mathematics,1
8222,SILVAE GENETICA,1
8223,South African Journal of Psychiatry,1
8224,Statistical Methods and Applications,1
8225,STATISTICAL MODELLING,1
8226,STRATIGRAPHY AND GEOLOGICAL CORRELATION,1
8227,STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE,1
8228,SURGICAL LAPAROSCOPY ENDOSCOPY & PERCUTANEOUS TECHNIQUES,1
8229,SYSTEMATIC BOTANY,1
8230,TENSIDE SURFACTANTS DETERGENTS,1
8231,Theoretical and Experimental Chemistry,1
8232,THEORETICAL AND MATHEMATICAL PHYSICS,1
8233,Theory of Computing,1
8234,tm-Technisches Messen,1
8235,TURKISH JOURNAL OF EARTH SCIENCES,1
8236,Turkish Journal of Mathematics,1
8237,TURKISH JOURNAL OF ZOOLOGY,1
8238,ULTRASTRUCTURAL PATHOLOGY,1
8239,Veterinary Research Forum,1
8240,Water Resources,1
8241,YONAGO ACTA MEDICA,1
8242,Zeitschrift fur Orthopadie und Unfallchirurgie,1
8243,ZEITSCHRIFT FUR RHEUMATOLOGIE,1
8244,ZOOMORPHOLOGY,1
8245,ZOOSYSTEMA,1
8246,ACCREDITATION AND QUALITY ASSURANCE,0.9
8247,ACM Transactions on Modeling and Computer Simulation,0.9
8248,ACTA ADRIATICA,0.9
8249,ACTA AGRICULTURAE SCANDINAVICA SECTION A-ANIMAL SCIENCE,0.9
8250,Acta Crystallographica Section F-Structural Biology Communications,0.9
8251,Acta Geodynamica et Geomaterialia,0.9
8252,ACTA MATHEMATICA HUNGARICA,0.9
8253,ACTA VETERINARIA HUNGARICA,0.9
8254,Ad Hoc & Sensor Wireless Networks,0.9
8255,Advances in Mathematics of Communications,0.9
8256,Aerospace Medicine and Human Performance,0.9
8257,African Journal of Wildlife Research,0.9
8258,AI MAGAZINE,0.9
8259,AMERICAN JOURNAL OF PHYSICS,0.9
8260,ANATOMIA HISTOLOGIA EMBRYOLOGIA,0.9
8261,Andean Geology,0.9
8262,ANIMAL BIODIVERSITY AND CONSERVATION,0.9
8263,ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA,0.9
8264,ANNALES DE DERMATOLOGIE ET DE VENEREOLOGIE,0.9
8265,ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE,0.9
8266,ANZIAM JOURNAL,0.9
8267,AORN JOURNAL,0.9
8268,Applicable Analysis and Discrete Mathematics,0.9
8269,APPLIED ENGINEERING IN AGRICULTURE,0.9
8270,Archives of Acoustics,0.9
8271,ARKIVOC,0.9
8272,ASTRONOMISCHE NACHRICHTEN,0.9
8273,ASTRONOMY LETTERS-A JOURNAL OF ASTRONOMY AND SPACE ASTROPHYSICS,0.9
8274,AUSTRAL JOURNAL OF VETERINARY SCIENCES,0.9
8275,Bangladesh Journal of Plant Taxonomy,0.9
8276,Biomedica,0.9
8277,BIOMEDICAL PAPERS-OLOMOUC,0.9
8278,Biomolecular NMR Assignments,0.9
8279,BRITISH JOURNAL OF HOSPITAL MEDICINE,0.9
8280,BRITTONIA,0.9
8281,BRYOLOGIST,0.9
8282,BULLETIN OF THE LONDON MATHEMATICAL SOCIETY,0.9
8283,CAHIERS AGRICULTURES,0.9
8284,CANADIAN ENTOMOLOGIST,0.9
8285,CANADIAN JOURNAL OF DIETETIC PRACTICE AND RESEARCH,0.9
8286,CANADIAN METALLURGICAL QUARTERLY,0.9
8287,CANADIAN MINERALOGIST,0.9
8288,CERAMICS-SILIKATY,0.9
8289,China Petroleum Processing & Petrochemical Technology,0.9
8290,Chirurgie,0.9
8291,CIRCUIT WORLD,0.9
8292,COMBINATORICS PROBABILITY & COMPUTING,0.9
8293,COMMENTARII MATHEMATICI HELVETICI,0.9
8294,Communications in Mathematics and Statistics,0.9
8295,COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION,0.9
8296,Complex Variables and Elliptic Equations,0.9
8297,CONCEPTS IN MAGNETIC RESONANCE PART B-MAGNETIC RESONANCE ENGINEERING,0.9
8298,Control Engineering and Applied Informatics,0.9
8299,Czech Journal of Genetics and Plant Breeding,0.9
8300,DEFENCE SCIENCE JOURNAL,0.9
8301,Dendrobiology,0.9
8302,Digest Journal of Nanomaterials and Biostructures,0.9
8303,Diving and Hyperbaric Medicine,0.9
8304,Documenta Mathematica,0.9
8305,DOKLADY EARTH SCIENCES,0.9
8306,DOKLADY PHYSICAL CHEMISTRY,0.9
8307,EARTH MOON AND PLANETS,0.9
8308,Earth Sciences Research Journal,0.9
8309,Economic Computation and Economic Cybernetics Studies and Research,0.9
8310,ENTOMOLOGICAL SCIENCE,0.9
8311,ENVIRONMENTAL & ENGINEERING GEOSCIENCE,0.9
8312,EQUINE VETERINARY EDUCATION,0.9
8313,ERGODIC THEORY AND DYNAMICAL SYSTEMS,0.9
8314,EUROPEAN JOURNAL OF HORTICULTURAL SCIENCE,0.9
8315,Experimental and Clinical Transplantation,0.9
8316,Exploration Geophysics,0.9
8317,FIBRES & TEXTILES IN EASTERN EUROPE,0.9
8318,Fluid Dynamics,0.9
8319,FLUORIDE,0.9
8320,FOREST PRODUCTS JOURNAL,0.9
8321,Foundations of Chemistry,0.9
8322,Foundations of Science,0.9
8323,FUSION SCIENCE AND TECHNOLOGY,0.9
8324,Gospodarka Surowcami Mineralnymi-Mineral Resources Management,0.9
8325,GRANA,0.9
8326,Gravitation & Cosmology,0.9
8327,Hemijska Industrija,0.9
8328,HERPETOZOA,0.9
8329,HISTORY OF THE HUMAN SCIENCES,0.9
8330,HNO,0.9
8331,Idojaras,0.9
8332,Image Analysis & Stereology,0.9
8333,INDIAN JOURNAL OF ENGINEERING AND MATERIALS SCIENCES,0.9
8334,Indian Journal of Hematology and Blood Transfusion,0.9
8335,INFINITE DIMENSIONAL ANALYSIS QUANTUM PROBABILITY AND RELATED TOPICS,0.9
8336,Inland Water Biology,0.9
8337,International Journal of Diabetes in Developing Countries,0.9
8338,International Journal of Global Warming,0.9
8339,INTERNATIONAL JOURNAL OF ODONATOLOGY,0.9
8340,INTERNATIONAL JOURNAL OF ROBOTICS & AUTOMATION,0.9
8341,INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,0.9
8342,INTERNATIONAL JOURNAL OF TURBO & JET-ENGINES,0.9
8343,IRANIAN JOURNAL OF FISHERIES SCIENCES,0.9
8344,Iranian Journal of Immunology,0.9
8345,Iranian Journal of Parasitology,0.9
8346,JAPAN JOURNAL OF INDUSTRIAL AND APPLIED MATHEMATICS,0.9
8347,Jokull,0.9
8348,Journal of Advanced Mechanical Design Systems and Manufacturing,0.9
8349,Journal of Agricultural Sciences-Tarim Bilimleri Dergisi,0.9
8350,JOURNAL OF ALGEBRA,0.9
8351,JOURNAL OF APPLIED ICHTHYOLOGY,0.9
8352,JOURNAL OF APPROXIMATION THEORY,0.9
8353,Journal of Arthropod-Borne Diseases,0.9
8354,JOURNAL OF CAVE AND KARST STUDIES,0.9
8355,JOURNAL OF CLINICAL ULTRASOUND,0.9
8356,Journal of Combinatorial Algebra,0.9
8357,JOURNAL OF COMPUTATIONAL MATHEMATICS,0.9
8358,JOURNAL OF CRANIOFACIAL SURGERY,0.9
8359,JOURNAL OF DYNAMICAL AND CONTROL SYSTEMS,0.9
8360,JOURNAL OF ELECTRONIC TESTING-THEORY AND APPLICATIONS,0.9
8361,JOURNAL OF ENTOMOLOGICAL SCIENCE,0.9
8362,JOURNAL OF ETHOLOGY,0.9
8363,JOURNAL OF FIELD ORNITHOLOGY,0.9
8364,Journal of Forest Economics,0.9
8365,JOURNAL OF GRAPH THEORY,0.9
8366,Journal of Logical and Algebraic Methods in Programming,0.9
8367,Journal of Mathematical Logic,0.9
8368,Journal of Mechanics of Materials and Structures,0.9
8369,Journal of Medical Devices-Transactions of the ASME,0.9
8370,Journal of Neurological Surgery Part B-Skull Base,0.9
8371,JOURNAL OF NEW MATERIALS FOR ELECTROCHEMICAL SYSTEMS,0.9
8372,Journal of Noncommutative Geometry,0.9
8373,JOURNAL OF RUSSIAN LASER RESEARCH,0.9
8374,Journal of Statistical Planning and Inference,0.9
8375,Journal of Superhard Materials,0.9
8376,JOURNAL OF THE AMERICAN LEATHER CHEMISTS ASSOCIATION,0.9
8377,Journal of the Institute of Mathematics of Jussieu,0.9
8378,JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION,0.9
8379,JOURNAL OF THE PROFESSIONAL ASSOCIATION FOR CACTUS DEVELOPMENT,0.9
8380,Journal of the South African Veterinary Association,0.9
8381,Journal of the Southern African Institute of Mining and Metallurgy,0.9
8382,JOURNAL OF TIME SERIES ANALYSIS,0.9
8383,JOURNAL OF TROPICAL FOREST SCIENCE,0.9
8384,KEW BULLETIN,0.9
8385,LASER AND PARTICLE BEAMS,0.9
8386,LCGC North America,0.9
8387,MATERIALS SCIENCE,0.9
8388,Measurement Science Review,0.9
8389,MEDICAL PROBLEMS OF PERFORMING ARTISTS,0.9
8390,METALLURGIST,0.9
8391,METHODOLOGY AND COMPUTING IN APPLIED PROBABILITY,0.9
8392,MICHIGAN MATHEMATICAL JOURNAL,0.9
8393,MINERVA BIOTECNOLOGICA,0.9
8394,Miskolc Mathematical Notes,0.9
8395,MONATSHEFTE FUR MATHEMATIK,0.9
8396,Nagoya Journal of Medical Science,0.9
8397,NATURAL AREAS JOURNAL,0.9
8398,Nephrology Nursing Journal,0.9
8399,Neurosciences,0.9
8400,NEW ZEALAND JOURNAL OF BOTANY,0.9
8401,Nigerian Journal of Clinical Practice,0.9
8402,NORDIC JOURNAL OF BOTANY,0.9
8403,OCEANOLOGICAL AND HYDROBIOLOGICAL STUDIES,0.9
8404,Oncologie,0.9
8405,Ophthalmologie,0.9
8406,ORNIS FENNICA,0.9
8407,PALEONTOLOGICAL RESEARCH,0.9
8408,Pediatric Allergy Immunology and Pulmonology,0.9
8409,Petrophysics,0.9
8410,PHARMACEUTICAL CHEMISTRY JOURNAL,0.9
8411,PHONETICA,0.9
8412,PHYSICS TEACHER,0.9
8413,Proceedings of the Estonian Academy of Sciences,0.9
8414,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES INDIA SECTION A-PHYSICAL SCIENCES,0.9
8415,PSYCHIATRIC GENETICS,0.9
8416,QUANTUM ELECTRONICS,0.9
8417,QUARTERLY JOURNAL OF MECHANICS AND APPLIED MATHEMATICS,0.9
8418,Random Matrices-Theory and Applications,0.9
8419,REHABILITATION,0.9
8420,Revista Caatinga,0.9
8421,Revista da Escola de Enfermagem da USP,0.9
8422,Revista Mexicana de Biodiversidad,0.9
8423,REVSTAT-Statistical Journal,0.9
8424,REVUE D EPIDEMIOLOGIE ET DE SANTE PUBLIQUE,0.9
8425,REVUE DE MEDECINE INTERNE,0.9
8426,RUSSIAN JOURNAL OF APPLIED CHEMISTRY,0.9
8427,RUSSIAN JOURNAL OF GENERAL CHEMISTRY,0.9
8428,RUSSIAN JOURNAL OF NONDESTRUCTIVE TESTING,0.9
8429,RUSSIAN MATHEMATICAL SURVEYS,0.9
8430,Science of Advanced Materials,0.9
8431,SOCIOBIOLOGY,0.9
8432,SOLAR SYSTEM RESEARCH,0.9
8433,SOMATOSENSORY AND MOTOR RESEARCH,0.9
8434,South American Journal of Herpetology,0.9
8435,SPANISH JOURNAL OF AGRICULTURAL RESEARCH,0.9
8436,Statistical Applications in Genetics and Molecular Biology,0.9
8437,Stochastics-An International Journal of Probability and Stochastic Processes,0.9
8438,STUDIA GEOPHYSICA ET GEODAETICA,0.9
8439,Studies in History and Philosophy of Science Part C-Studies in History and Philosophy of Biological and Biomedical S,0.9
8440,STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT,0.9
8441,Survey Methodology,0.9
8442,Symmetry Integrability and Geometry-Methods and Applications,0.9
8443,TAIWANIA,0.9
8444,Tehnicki Vjesnik-Technical Gazette,0.9
8445,TEXAS HEART INSTITUTE JOURNAL,0.9
8446,Transactions of the Canadian Society for Mechanical Engineering,0.9
8447,Translational Cancer Research,0.9
8448,TRANSPLANTATION PROCEEDINGS,0.9
8449,TROPICAL ZOOLOGY,0.9
8450,Twin Research and Human Genetics,0.9
8451,Undersea and Hyperbaric Medicine,0.9
8452,Vascular and Endovascular Surgery,0.9
8453,VIROLOGIE,0.9
8454,ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE,0.9
8455,Zemdirbyste-Agriculture,0.9
8456,Zoologia,0.9
8457,ZOOLOGICAL SCIENCE,0.9
8458,Zootaxa,0.9
8459,ACOUSTICAL PHYSICS,0.8
8460,ACTA AMAZONICA,0.8
8461,Acta Botanica Mexicana,0.8
8462,ACTA CHIRURGICA BELGICA,0.8
8463,ACTA CRYSTALLOGRAPHICA SECTION C-STRUCTURAL CHEMISTRY,0.8
8464,Acta Herpetologica,0.8
8465,Acta Mathematicae Applicatae Sinica-English Series,0.8
8466,ACTA SCIENTIARUM-TECHNOLOGY,0.8
8467,ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE,0.8
8468,ADANSONIA,0.8
8469,Advancements of Microbiology,0.8
8470,Advances in Electrical and Computer Engineering,0.8
8471,Aequationes Mathematicae,0.8
8472,AFRICAN ENTOMOLOGY,0.8
8473,AI COMMUNICATIONS,0.8
8474,AMERICAN FERN JOURNAL,0.8
8475,Annali Italiani di Chirurgia,0.8
8476,ANNALS OF CLINICAL AND LABORATORY SCIENCE,0.8
8477,ANNALS OF PURE AND APPLIED LOGIC,0.8
8478,APPLIED BIOCHEMISTRY AND MICROBIOLOGY,0.8
8479,AQUATIC ECOSYSTEM HEALTH & MANAGEMENT,0.8
8480,AQUATIC INSECTS,0.8
8481,Archives of Biological Sciences,0.8
8482,ARCHIVES OF MECHANICS,0.8
8483,Archivos Argentinos de Pediatria,0.8
8484,ARS Mathematica Contemporanea,0.8
8485,ASHRAE JOURNAL,0.8
8486,Asian Myrmecology,0.8
8487,ASTRONOMY & GEOPHYSICS,0.8
8488,AUSTRALIAN JOURNAL OF ZOOLOGY,0.8
8489,Austrian Journal of Forest Science,0.8
8490,BALTIC FORESTRY,0.8
8491,Bioagro,0.8
8492,Boletin de la Sociedad Geologica Mexicana,0.8
8493,Botanica Serbica,0.8
8494,Brain Impairment,0.8
8495,Central European Journal of Energetic Materials,0.8
8496,Cerne,0.8
8497,CHEMIE IN UNSERER ZEIT,0.8
8498,CHEMISTRY OF NATURAL COMPOUNDS,0.8
8499,Ciencia e Tecnica Vitivinicola,0.8
8500,CIENCIA RURAL,0.8
8501,Clinical and Investigative Medicine,0.8
8502,COMMUNICATIONS IN STATISTICS-THEORY AND METHODS,0.8
8503,COMPARATIVE MEDICINE,0.8
8504,Complex Analysis and Operator Theory,0.8
8505,COMPTES RENDUS MATHEMATIQUE,0.8
8506,COMPTES RENDUS MECANIQUE,0.8
8507,Contemporary Problems of Ecology,0.8
8508,CRYPTOGAMIE BRYOLOGIE,0.8
8509,Current Proteomics,0.8
8510,Dermatologie,0.8
8511,DEUTSCHE ENTOMOLOGISCHE ZEITSCHRIFT,0.8
8512,DISCRETE & COMPUTATIONAL GEOMETRY,0.8
8513,DISCRETE MATHEMATICS,0.8
8514,Doklady Biochemistry and Biophysics,0.8
8515,DOKLADY CHEMISTRY,0.8
8516,DOKLADY PHYSICS,0.8
8517,Drewno,0.8
8518,ECONOMETRIC THEORY,0.8
8519,ELECTROMAGNETICS,0.8
8520,Electronic Research Archive,0.8
8521,ENGINEERING JOURNAL-AMERICAN INSTITUTE OF STEEL CONSTRUCTION,0.8
8522,Expert Opinion on Orphan Drugs,0.8
8523,FERROELECTRICS,0.8
8524,Filomat,0.8
8525,FISHERY BULLETIN,0.8
8526,FORMAL METHODS IN SYSTEM DESIGN,0.8
8527,FORUM MATHEMATICUM,0.8
8528,FUNDAMENTA INFORMATICAE,0.8
8529,Gaceta Medica de Mexico,0.8
8530,Gastroenterology Nursing,0.8
8531,GEOCHEMICAL JOURNAL,0.8
8532,GEOCHEMISTRY INTERNATIONAL,0.8
8533,Gynecologie Obstetrique Fertilite & Senologie,0.8
8534,Hacettepe Journal of Mathematics and Statistics,0.8
8535,HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU,0.8
8536,ICHNOS-AN INTERNATIONAL JOURNAL FOR PLANT AND ANIMAL TRACES,0.8
8537,Ideggyogyaszati Szemle-Clinical Neuroscience,0.8
8538,IEEE INDUSTRY APPLICATIONS MAGAZINE,0.8
8539,IEICE Electronics Express,0.8
8540,Indian Journal of Pharmaceutical Education and Research,0.8
8541,Indian Journal of Traditional Knowledge,0.8
8542,INORGANIC MATERIALS,0.8
8543,INTEGRAL EQUATIONS AND OPERATOR THEORY,0.8
8544,International Food Research Journal,0.8
8545,INTERNATIONAL JOURNAL OF ALGEBRA AND COMPUTATION,0.8
8546,INTERNATIONAL JOURNAL OF CLINICAL PHARMACOLOGY AND THERAPEUTICS,0.8
8547,INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE,0.8
8548,International Journal of Materials Research,0.8
8549,INTERNATIONAL JOURNAL OF OFFSHORE AND POLAR ENGINEERING,0.8
8550,INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY,0.8
8551,International Journal of Surface Science and Engineering,0.8
8552,INVERTEBRATE REPRODUCTION & DEVELOPMENT,0.8
8553,IZVESTIYA MATHEMATICS,0.8
