,Preferred Label,Semantic Types Label,Class ID,Semantic Types,Synonyms,Parents,CUI,AQL,TERMUI
496017,"Encephalitis, Japanese",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D004672,T047,"Japanese Encephalitis|Viral Encephalitis, Japanese B|Japanese B Encephalitis|Japanese B Viral Encephalitis|Encephalitis, Japanese B",http://purl.bioontology.org/ontology/MESH/D004671|http://purl.bioontology.org/ontology/MESH/D018177,C0014057,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH TM UR VE VI,T014302|T367451|T014305|T014304|T014303|T367452
496020,"Encephalitis, California",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D004670,T047,"California Encephalitis Virus Infection|Encephalitis, La Crosse|Encephalitis, California, Viral|Encephalitis, California Viral|La Crosse Encephalitis|Viral Encephalitis, California|California Viral Encephalitis|La Crosse Encephalitis Virus Infection|California Encephalitis",http://purl.bioontology.org/ontology/MESH/D002044|http://purl.bioontology.org/ontology/MESH/D004671,C0276379|C0014053,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH TM UR VE VI,T000946346|T014299|T367447|T367449|T000908700|T367448|T014298|T000946345
497546,Anti-N-Methyl-D-Aspartate Receptor Encephalitis,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D060426,T047,"Anti-NMDAR Encephalitis, Non-paraneoplastic|Non-paraneoplastic Anti-NMDAR Encephalitides|Non-paraneoplastic Anti-N-Methyl-D-Aspartate Receptor Encephalitis|Paraneoplastic Anti NMDA Receptor Encephalitis|Paraneoplastic Anti N Methyl D Aspartate Receptor Encephalitis|Encephalitides, Anti-NMDA Receptor|Anti-NMDA Receptor Encephalitis|Paraneoplastic Anti-NMDAR Encephalitis|Anti-N-Methyl-D-Aspartate Receptor Encephalitides|Anti NMDA Receptor Encephalitis|Encephalitides, Paraneoplastic Anti-NMDAR|Encephalitis, Paraneoplastic Anti-NMDAR|Anti-NMDAR Encephalitis|Non-paraneoplastic Anti-NMDA Receptor Encephalitis|Paraneoplastic Anti-NMDAR Encephalitides|Paraneoplastic Anti NMDAR Encephalitis|Anti-NMDAR Encephalitides, Non-paraneoplastic|Anti-NMDAR Encephalitides|Encephalitis, Anti-N-Methyl-D-Aspartate Receptor|Receptor Encephalitis, Anti-NMDA|Non paraneoplastic Anti NMDA Receptor Encephalitis|Encephalitis, Anti-NMDAR|Non paraneoplastic Anti N Methyl D Aspartate Receptor Encephalitis|Paraneoplastic Anti-NMDA Receptor Encephalitis|Non paraneoplastic Anti NMDAR Encephalitis|Encephalitis, Non-paraneoplastic Anti-NMDAR|Anti-NMDA Receptor Encephalitides|Encephalitides, Anti-NMDAR|Paraneoplastic Anti-N-Methyl-D-Aspartate Receptor Encephalitis|Anti-NMDAR Encephalitis, Paraneoplastic|Encephalitides, Anti-N-Methyl-D-Aspartate Receptor|Anti-NMDAR Encephalitides, Paraneoplastic|Receptor Encephalitides, Anti-NMDA|Anti N Methyl D Aspartate Receptor Encephalitis|Encephalitides, Non-paraneoplastic Anti-NMDAR|Encephalitis, Anti-NMDA Receptor|Anti NMDAR Encephalitis|Non-paraneoplastic Anti-NMDAR Encephalitis",http://purl.bioontology.org/ontology/MESH/D020361|http://purl.bioontology.org/ontology/MESH/D004660|http://purl.bioontology.org/ontology/MESH/D020274,C3178947|C2986717|C3178948,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T784557|T784555|T784556|T784553|T784529|T784526|T784527|T784554|T784530
497783,Infectious Encephalitis,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D000069544,T047,"Encephalitis Infection|Encephalitis Infections|Infections, Encephalitis|Infection, Encephalitis|Encephalitis, Infectious",http://purl.bioontology.org/ontology/MESH/D002494|http://purl.bioontology.org/ontology/MESH/D004660,C3887893|C0596773,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T367446|T000880605|T367445
506459,"Encephalitis Virus, California",Virus,http://purl.bioontology.org/ontology/MESH/D002141,T005,"Jamestown Canyon virus|Tahyna virus|California Encephalitis Viruses|California Group Viruses|Encephalitis Viruses, California|California Virus|California Encephalitis Virus|La Crosse Encephalitis Virus",http://purl.bioontology.org/ontology/MESH/D016851|http://purl.bioontology.org/ontology/MESH/D004668,C0022338|C0039258|C0006755,CH CL DE EN GD GE IM IP ME PH PY RE UL,T006115|T006114|T006113|T006117|T006108|T000909271|T006116|T000882318|T006109
506482,"Encephalitis Virus, Western Equine",Virus,http://purl.bioontology.org/ontology/MESH/D004667,T005,"Viruses, Western Equine Encephalitis|WEE Virus|Encephalitis Viruses, Western Equine|WEE Viruses|Encephalomyelitis Virus, Western Equine|Western Equine Encephalitis Viruses|Virus, Western Equine Encephalitis|Western equine encephalitis virus",http://purl.bioontology.org/ontology/MESH/D000524|http://purl.bioontology.org/ontology/MESH/D004668,C0014050,CH CL DE EN GD GE IM IP ME PH PY RE UL,T014274|T014275|T014278|T014277|T014276|T014279|T014281|T014280
506483,Encephalitis Viruses,Virus,http://purl.bioontology.org/ontology/MESH/D004668,T005,"Encephalitis Virus|Virus, Encephalitis|Viruses, Encephalitis",http://purl.bioontology.org/ontology/MESH/D012328,C0014051,CH CL DE EN GD GE IM IP ME PH PY RE UL,T014285|T014283|T014282|T014284
506484,"Encephalitis Virus, Venezuelan Equine",Virus,http://purl.bioontology.org/ontology/MESH/D004666,T005,"Encephalitis Viruses, Venezuelan Equine|Encephalomyelitis Virus, Venezuelan Equine|Venezuelan Equine Encephalitis Viruses|Virus, Venezuelan Equine Encephalitis|Venezuelan equine encephalitis virus|Viruses, Venezuelan Equine Encephalitis",http://purl.bioontology.org/ontology/MESH/D000524|http://purl.bioontology.org/ontology/MESH/D004668,C0014049,CH CL DE EN GD GE IM IP ME PH PY RE UL,T014269|T014272|T014267|T014268|T014273|T014271|T014270
506485,"Encephalitis Virus, Japanese",Virus,http://purl.bioontology.org/ontology/MESH/D004664,T005,"Japanese Encephalitis Virus|Japanese B Encephalitis Virus|Virus, Japanese Encephalitis",http://purl.bioontology.org/ontology/MESH/D018349,C0014047,CH CL DE EN GD GE IM IP ME PH PY RE UL,T014260|T014258|T413567|T014259
506486,"Encephalitis Virus, Eastern Equine",Virus,http://purl.bioontology.org/ontology/MESH/D004663,T005,"Eastern equine encephalitis virus|EEE Viruses|Eastern Equine Encephalomyelitis Virus|EEE Virus|Encephalomyelitis Virus, Eastern Equine",http://purl.bioontology.org/ontology/MESH/D000524|http://purl.bioontology.org/ontology/MESH/D004668,C0014046,CH CL DE EN GD GE IM IP ME PH PY RE UL,T014256|T014257|T014254|T014253|T014255
506487,"Encephalitis Viruses, Tick-Borne",Virus,http://purl.bioontology.org/ontology/MESH/D004669,T005,"Tick-Borne Encephalitis Viruses|Al Khurma Hemorrhagic Fever Virus|Kyasanur Forest disease virus|Encephalitis Viruses, Tick Borne|Encephalitis Virus, Tick-Borne|Alkhurma virus|Powassan virus|Omsk hemorrhagic fever virus|Alkhurma Hemorrhagic Fever Virus|Tick Borne Encephalitis Virus|Encephalitis Virus, Tick Borne|Al Khurma virus (ALKV)|Louping ill viruses|Al-Khurma virus|Viruses, Tick-Borne Encephalitis|Al Khurma virus|Tick-Borne Encephalitis Virus|Al-Khurma Hemorrhagic Fever Virus|Tick Borne Encephalitis Viruses|Al-Khurma virus (ALKV)|Langat virus|Louping ill virus|Alkhurma virus (ALKV)|Hemorrhagic Fever Virus, Omsk",http://purl.bioontology.org/ontology/MESH/D005416|http://purl.bioontology.org/ontology/MESH/D004668,C0028996|C0032859|C0023002|C0014052|C0022811|C0024026|C3658305,CH CL DE EN GD GE IM IP ME PH PY RE UL,T014290|T014297|T835918|T014293|T443726|T835920|T000882339|T835921|T835919|T014291|T014295|T014288|T014294|T014292|T835917|T014296|T835916
506488,"Encephalitis Virus, St. Louis",Virus,http://purl.bioontology.org/ontology/MESH/D004665,T005,"St. Louis Encephalitis Viruses|Viruses, St. Louis Encephalitis|Saint Louis Encephalitis Virus|St. Louis encephalitis virus|Encephalitis Viruses, St. Louis|Virus, St. Louis Encephalitis",http://purl.bioontology.org/ontology/MESH/D018349,C0014048,CH CL DE EN GD GE IM IP ME PH PY RE UL,T014264|T014265|T014263|T014266|T501700|T014262|T014261
506522,"Encephalitis Viruses, Japanese",Virus,http://purl.bioontology.org/ontology/MESH/D018349,T005,"Japanese encephalitis virus group|Japanese Encephalitis Viruses|Viruses, Japanese Encephalitis",http://purl.bioontology.org/ontology/MESH/D005416|http://purl.bioontology.org/ontology/MESH/D004668,C0206749,CH CL DE EN GD GE IM IP ME PH PY RE UL,T054750|T054748|T054749|T443710
506844,"Arthritis-Encephalitis Virus, Caprine",Virus,http://purl.bioontology.org/ontology/MESH/D016088,T005,"CAEV|Viruses, Caprine Arthritis-Encephalitis|Caprine arthritis encephalitis virus|Arthritis Encephalitis Virus, Caprine|Arthritis-Encephalitis Viruses, Caprine|Arthritis Encephalitis Viruses, Caprine|Caprine Arthritis Encephalitis Viruses|Caprine arthritis-encephalitis virus|Virus, Caprine Arthritis-Encephalitis|Caprine Arthritis-Encephalitis Viruses",http://purl.bioontology.org/ontology/MESH/D017972,C0079082,CH CL DE EN GD GE IM IP ME PH PY RE UL,T047774|T047775|T047777|T047779|T047778|T047776|T047773
507372,"Encephalitis Virus, Murray Valley",Virus,http://purl.bioontology.org/ontology/MESH/D018068,T005,Murray Valley encephalitis virus,http://purl.bioontology.org/ontology/MESH/D018349,C0026808,CH CL DE EN GD GE IM IP ME PH PY RE UL,T054051|T054050
505017,Cardiac Electrophysiology,Diagnostic Procedure,http://purl.bioontology.org/ontology/MESH/D054849,T060,"Cardiac Electrophysiologies|Electrophysiologies, Cardiac|Electrophysiology, Cardiac",http://purl.bioontology.org/ontology/MESH/D004594|http://purl.bioontology.org/ontology/MESH/D002309,C0430467,CL EC ED ES HI IS LJ MT OG SN ST TD,T694693
506228,Electrophysiology,Biomedical Occupation or Discipline,http://purl.bioontology.org/ontology/MESH/D004594,T091,,http://purl.bioontology.org/ontology/MESH/D010827|http://purl.bioontology.org/ontology/MESH/D001703,C0013865,CL EC ED ES HI IS LJ MT OG SN ST TD,T014040
20754,Dopamine Uptake Inhibitors,Pharmacologic Substance,http://purl.bioontology.org/ontology/MESH/D018765,T121,"Inhibitors, Dopamine Uptake|Uptake Inhibitors, Dopamine|Inhibitors, Dopamine Reuptake|Reuptake Inhibitors, Dopamine|Dopamine Reuptake Inhibitors",http://purl.bioontology.org/ontology/MESH/D014179|http://purl.bioontology.org/ontology/MESH/D015259,C0242980,AD AE AG AI AN BL CF CH CL CS EC HI IM IP ME PD PK PO RE SD ST TO TU UR,T055884|T055882|T055886|T055883|T055885|T055887
39031,Dopamine Antagonists,Pharmacologic Substance,http://purl.bioontology.org/ontology/MESH/D018492,T121,"Dopamine Blocker|Antagonist, Dopamine|Dopamine Blockers|Antagonists, Dopamine Receptor|Antagonists, Dopaminergic|Receptor Antagonist, Dopamine|Dopaminergic Antagonists|Dopamine Receptor Antagonist|Receptor Antagonists, Dopamine|Antagonist, Dopamine Receptor|Blockers, Dopamine|Antagonists, Dopamine|Dopamine Antagonist|Antagonist, Dopaminergic|Dopamine Receptor Antagonists|Dopaminergic Antagonist|Blocker, Dopamine",http://purl.bioontology.org/ontology/MESH/D015259,C0242702,AD AE AN BL CF CH CL CS EC HI IM IP ME PD PK PO RE SD ST TO TU UR,T000997387|T055085|T055082|T000997385|T055083|T694227|T000997384|T000997383|T055086|T055081|T055084
39032,Dopamine Agonists,Pharmacologic Substance,http://purl.bioontology.org/ontology/MESH/D018491,T121,"Receptor Agonists, Dopamine|Agonist, Dopaminergic|Agonists, Dopaminergic|Dopaminergic Agonists|Dopamine Receptor Agonists|Agonists, Dopamine|Dopaminergic Agonist|Dopamine Agonist|Dopamine Receptor Agonist|Agonist, Dopamine Receptor|Receptor Agonist, Dopamine|Agonist, Dopamine|Agonists, Dopamine Receptor",http://purl.bioontology.org/ontology/MESH/D015259,C0178601,AD AE AN BL CF CH CL CS EC HI IM IP ME PD PK PO RE SD ST TO TU UR,T055075|T055080|T055076|T055078|T055072|T055073|T055077|T055079|T055074
49616,Dopamine,Pharmacologic Substance,http://purl.bioontology.org/ontology/MESH/D004298,T121,"Hydrochloride, Dopamine|Hydroxytyramine|3,4-Dihydroxyphenethylamine|Intropin|3,4 Dihydroxyphenethylamine|4-(2-Aminoethyl)-1,2-benzenediol|1,2-Benzenediol, 4-(2-aminoethyl)-|Dopamine Hydrochloride",http://purl.bioontology.org/ontology/MESH/D002395|http://purl.bioontology.org/ontology/MESH/D015306,C0013030|C0721081|C0282151,AA AD AE AN BI BL CF CH CL CS DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UR,T013141|T013140|T013138|T013137|T013142|T013139
70035,Dopamine D2 Receptor Antagonists,Pharmacologic Substance,http://purl.bioontology.org/ontology/MESH/D065127,T121,"Dopamine D2 Antagonists|Dopamine D2 Antagonist|Antagonist, Dopamine D2|Dopamine D2 Receptor Antagonist|Receptor Antagonists, Dopamine D2|D2 Antagonists, Dopamine|Antagonists, Dopamine D2|D2 Antagonist, Dopamine",http://purl.bioontology.org/ontology/MESH/D018492,C3850099,AD AE AN BL CF CH CL CS EC HI IM IP ME PD PK PO RE SD ST TO TU UR,T848810|T000998200|T848811|T848812|T000998201
73791,Dopamine Agents,Pharmacologic Substance,http://purl.bioontology.org/ontology/MESH/D015259,T121,"Dopaminergic Effects|Drugs, Dopamine|Agents, Dopaminergic|Dopamine Drugs|Agents, Dopamine|Dopaminergic Agents|Drugs, Dopaminergic|Effect, Dopaminergic|Dopaminergic Effect|Dopamine Effect|Dopaminergic Drugs|Effects, Dopaminergic|Dopamine Effects|Effect, Dopamine|Effects, Dopamine",http://purl.bioontology.org/ontology/MESH/D018377,C3179498|C0013036,AD AE AN BL CF CH CL CS EC HI IM IP ME PD PK PO RE SD ST TO TU UR,T044800|T788052|T788053|T044803|T044802|T044801|T790115|T790114
91874,"Receptors, Dopamine D5","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D050641,T116,"D1B Receptor, Dopamine|D5 Receptors, Dopamine|Dopamine D5 Receptor|Dopamine D1B Receptor|Dopamine D5 Receptors|D5 Receptor, Dopamine|Receptor, Dopamine D5|Receptor, Dopamine D1B",http://purl.bioontology.org/ontology/MESH/D017447,C0114836,AD AG AI AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T217185|T217183|T217182|T621753
96768,Dopamine Plasma Membrane Transport Proteins,"Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D050483,T116,"Transporter Proteins, Dopamine|Transporters, Dopamine-Specific Neurotransmitter|Dopamine Transporter|Dopamine Transporter, DAT|Dopamine Carriers|Carriers, Dopamine|SLC6A3 Protein|Protein, SLC6A3|Neurotransmitter Transporters, Dopamine-Specific|DAT Dopamine Transporter Proteins|Dopamine Uptake Complex|Solute Carrier Family 6 (Neurotransmitter Transporter), Member 3 Protein|Dopamine Transporter Proteins|Transporter, DAT Dopamine|Neurotransmitter Transport Proteins, Dopamine Specific|Neurotransmitter Transporters, Dopamine Specific|Neurotransmitter Transport Proteins, Dopamine-Specific|DAT Dopamine Transporter|Dopamine-Specific Neurotransmitter Transporters|Transporter, Dopamine|Dopamine Plasma Membrane Transporter Proteins",http://purl.bioontology.org/ontology/MESH/D027981|http://purl.bioontology.org/ontology/MESH/D000070590|http://purl.bioontology.org/ontology/MESH/D050482,C0114839|C0114838,AD AE AG AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T181915|T627105|T618220|T621698|T617637|T181917|T618219|T000890844|T618221|T219597|T621697|T000890845
131379,Dopamine beta-Hydroxylase,"Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D004299,T116,"Dopamine beta Hydroxylase|beta-Hydroxylase, Dopamine|beta-Monooxygenase, Dopamine|Dopamine beta-Monooxygenase|3,4-Dihydroxyphenethylamine, ascorbate:oxygen oxidoreductase (beta-hydroxylating)|Dopamine beta Monooxygenase",http://purl.bioontology.org/ontology/MESH/D006899,C0013032,AD AE AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T013143|T013144
149369,"Receptors, Dopamine D2","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D017448,T116,"Receptor, Dopamine-D2|D2 Receptors, Dopamine|Dopamine D2 Receptors|Dopamine D2 Receptor|Dopamine-D2 Receptor",http://purl.bioontology.org/ontology/MESH/D011954,C0058698,AD AG AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T052230|T052231|T052229
149370,"Receptors, Dopamine D1","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D017447,T116,"Dopamine D1 Receptors|D1 Receptors, Dopamine|Receptor, Dopamine-D1|Dopamine D1 Receptor|Dopamine-D1 Receptor",http://purl.bioontology.org/ontology/MESH/D011954,C0058697,AD AG AI AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T052227|T052228|T052226
152174,Dopamine and cAMP-Regulated Phosphoprotein 32,"Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D051937,T116,"Dopamine and Cyclic AMP Regulated Phosphoprotein Mr 32,000|DARPP-32 Protein|Dopamine and Adenosine 3',5'-Monophosphate-Regulated Phosphoprotein|Dopamine and cAMP Regulated Phosphoprotein|DARPP 32 Protein|Dopamine and cAMP Regulated Phosphoprotein 32|Dopamine and cAMP-Regulated Phosphoprotein|Dopamine- and Cyclic AMP-Regulated Phosphoprotein Mr 32,000|Dopamine and Adenosine 3',5' Monophosphate Regulated Phosphoprotein",http://purl.bioontology.org/ontology/MESH/D009419|http://purl.bioontology.org/ontology/MESH/D010750,C0057146,AD AE AG AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T633946|T633941|T150359|T150358|T608002
159067,"Receptors, Dopamine","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D011954,T116,"Receptor, Dopamine|Dopamine Receptors|Dopamine Receptor",http://purl.bioontology.org/ontology/MESH/D017983,C0034798,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T035371|T035369|T035370
160433,"Receptors, Dopamine D3","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D050637,T116,"Receptor, Dopamine-D3|Dopamine D3 Receptor|Dopamine D3 Receptors|Dopamine-D3 Receptor|Dopamine Receptor D3",http://purl.bioontology.org/ontology/MESH/D017448,C0082341,AD AG AI AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T621663|T000895345|T180975|T180978|T180976
160434,"Receptors, Dopamine D4","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D050638,T116,"D4 Receptors, Dopamine|Dopamine D4 Receptors|D4 Receptor, Dopamine|Dopamine D4 Receptor|Receptor, Dopamine D4",http://purl.bioontology.org/ontology/MESH/D017448,C0114835,AD AG AI AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T217178|T217181|T217180|T621689
250259,Dopamine,Organic Chemical,http://purl.bioontology.org/ontology/MESH/D004298,T109,"Hydrochloride, Dopamine|Hydroxytyramine|3,4-Dihydroxyphenethylamine|Intropin|3,4 Dihydroxyphenethylamine|4-(2-Aminoethyl)-1,2-benzenediol|1,2-Benzenediol, 4-(2-aminoethyl)-|Dopamine Hydrochloride",http://purl.bioontology.org/ontology/MESH/D002395|http://purl.bioontology.org/ontology/MESH/D015306,C0013030|C0721081|C0282151,AA AD AE AN BI BL CF CH CL CS DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UR,T013141|T013140|T013138|T013137|T013142|T013139
338275,Dopamine Plasma Membrane Transport Proteins,Biologically Active Substance,http://purl.bioontology.org/ontology/MESH/D050483,T123,"Transporter Proteins, Dopamine|Transporters, Dopamine-Specific Neurotransmitter|Dopamine Transporter|Dopamine Transporter, DAT|Dopamine Carriers|Carriers, Dopamine|SLC6A3 Protein|Protein, SLC6A3|Neurotransmitter Transporters, Dopamine-Specific|DAT Dopamine Transporter Proteins|Dopamine Uptake Complex|Solute Carrier Family 6 (Neurotransmitter Transporter), Member 3 Protein|Dopamine Transporter Proteins|Transporter, DAT Dopamine|Neurotransmitter Transport Proteins, Dopamine Specific|Neurotransmitter Transporters, Dopamine Specific|Neurotransmitter Transport Proteins, Dopamine-Specific|DAT Dopamine Transporter|Dopamine-Specific Neurotransmitter Transporters|Transporter, Dopamine|Dopamine Plasma Membrane Transporter Proteins",http://purl.bioontology.org/ontology/MESH/D027981|http://purl.bioontology.org/ontology/MESH/D000070590|http://purl.bioontology.org/ontology/MESH/D050482,C0114839|C0114838,AD AE AG AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T181915|T627105|T618220|T621698|T617637|T181917|T618219|T000890844|T618221|T219597|T621697|T000890845
358844,Dopamine,Biologically Active Substance,http://purl.bioontology.org/ontology/MESH/D004298,T123,"Hydrochloride, Dopamine|Hydroxytyramine|3,4-Dihydroxyphenethylamine|Intropin|3,4 Dihydroxyphenethylamine|4-(2-Aminoethyl)-1,2-benzenediol|1,2-Benzenediol, 4-(2-aminoethyl)-|Dopamine Hydrochloride",http://purl.bioontology.org/ontology/MESH/D002395|http://purl.bioontology.org/ontology/MESH/D015306,C0013030|C0721081|C0282151,AA AD AE AN BI BL CF CH CL CS DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UR,T013141|T013140|T013138|T013137|T013142|T013139
371300,Dopamine and cAMP-Regulated Phosphoprotein 32,Biologically Active Substance,http://purl.bioontology.org/ontology/MESH/D051937,T123,"Dopamine and Cyclic AMP Regulated Phosphoprotein Mr 32,000|DARPP-32 Protein|Dopamine and Adenosine 3',5'-Monophosphate-Regulated Phosphoprotein|Dopamine and cAMP Regulated Phosphoprotein|DARPP 32 Protein|Dopamine and cAMP Regulated Phosphoprotein 32|Dopamine and cAMP-Regulated Phosphoprotein|Dopamine- and Cyclic AMP-Regulated Phosphoprotein Mr 32,000|Dopamine and Adenosine 3',5' Monophosphate Regulated Phosphoprotein",http://purl.bioontology.org/ontology/MESH/D009419|http://purl.bioontology.org/ontology/MESH/D010750,C0057146,AD AE AG AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T633946|T633941|T150359|T150358|T608002
407440,Dopamine beta-Hydroxylase,Enzyme,http://purl.bioontology.org/ontology/MESH/D004299,T126,"Dopamine beta Hydroxylase|beta-Hydroxylase, Dopamine|beta-Monooxygenase, Dopamine|Dopamine beta-Monooxygenase|3,4-Dihydroxyphenethylamine, ascorbate:oxygen oxidoreductase (beta-hydroxylating)|Dopamine beta Monooxygenase",http://purl.bioontology.org/ontology/MESH/D006899,C0013032,AD AE AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T013143|T013144
512244,Dopamine Agents,Physiologic Function,http://purl.bioontology.org/ontology/MESH/D015259,T039,"Dopaminergic Effects|Drugs, Dopamine|Agents, Dopaminergic|Dopamine Drugs|Agents, Dopamine|Dopaminergic Agents|Drugs, Dopaminergic|Effect, Dopaminergic|Dopaminergic Effect|Dopamine Effect|Dopaminergic Drugs|Effects, Dopaminergic|Dopamine Effects|Effect, Dopamine|Effects, Dopamine",http://purl.bioontology.org/ontology/MESH/D018377,C3179498|C0013036,AD AE AN BL CF CH CL CS EC HI IM IP ME PD PK PO RE SD ST TO TU UR,T044800|T788052|T788053|T044803|T044802|T044801|T790115|T790114
491165,Vascular Depression,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D000088323,T047,"Subcortical Ischemic Depression|Depression, Subcortical Ischemic|Depression, Vascular",http://purl.bioontology.org/ontology/MESH/D003866|http://purl.bioontology.org/ontology/MESH/D002561,C5544381,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T001092506|T001092505
499784,"Depression, Postpartum",Mental or Behavioral Dysfunction,http://purl.bioontology.org/ontology/MESH/D019052,T048,"Postpartum Depression|Post Partum Depression|Post Natal Depression|Depression, Post-Partum|Postnatal Depression|Depression, Post-Natal|Post-Natal Depression|Depression, Postnatal|Post-Partum Depression",http://purl.bioontology.org/ontology/MESH/D003866|http://purl.bioontology.org/ontology/MESH/D011644,C0221074,BL CF CI CL CO DG DH DI DT EC EH EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH SU TH UR VI,T056890|T056892|T056893|T056891|T056894
499903,"Depression, Chemical",Mental or Behavioral Dysfunction,http://purl.bioontology.org/ontology/MESH/D003864,T048,"Chemical Depression|Depressions, Chemical|Chemical Depressions",http://purl.bioontology.org/ontology/MESH/D000069437,C0011572,,T011488|T011487
499904,Depression,Mental or Behavioral Dysfunction,http://purl.bioontology.org/ontology/MESH/D003863,T048,"Emotional Depression|Depression, Emotional|Depressive Symptoms|Depressive Symptom|Symptom, Depressive|Symptoms, Depressive",http://purl.bioontology.org/ontology/MESH/D001526|http://purl.bioontology.org/ontology/MESH/D004644,C0011570|C0086132,BL CF CI CL CO DG DH DI DT EC EH EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH SU TH UR VI,T011485|T011484|T011486
504102,Long-Term Synaptic Depression,Organ or Tissue Function,http://purl.bioontology.org/ontology/MESH/D036881,T042,"Neurophysiological Long-Term Depressions|Long Term Depression, Neurophysiological|Homosynaptic Depression|Long-Term Depression, Physiologic|Long-Term Depression, Physiological|Physiological Long-Term Depressions|Long-Term Depressions, Neurophysiological|Physiological Long-Term Depression|Depotentiation|Neurophysiological Long-Term Depression|Depression, Neurophysiological Long-Term|Long-Term Depression, Neurophysiological|Depression, Physiological Long-Term|Depressions, Physiological Long-Term|Neurophysiologic Long-Term Depression|Depression, Homosynaptic|Physiologic Long-Term Depression|Long-Term Depressions, Physiological|Long-Term Depression, Neurophysiologic|Long Term Depression, Physiological|Long Term Depression, Physiologic|Synaptic Depression, Long-Term|Depressions, Neurophysiological Long-Term|Long Term Depression, Neurophysiologic|Long Term Synaptic Depression",http://purl.bioontology.org/ontology/MESH/D009473,C1136141|C1136140,DE ES GE IM PH RE,T677695|T682831|T492102|T677696|T478182|T682830|T478181
504188,Inbreeding Depression,Natural Phenomenon or Process,http://purl.bioontology.org/ontology/MESH/D000071422,T070,"Depression, Inbreeding",http://purl.bioontology.org/ontology/MESH/D055614,C4277723,DE GE IM PH RE,T000895307
507693,Depression,Sign or Symptom,http://purl.bioontology.org/ontology/MESH/D003863,T184,"Emotional Depression|Depression, Emotional|Depressive Symptoms|Depressive Symptom|Symptom, Depressive|Symptoms, Depressive",http://purl.bioontology.org/ontology/MESH/D001526|http://purl.bioontology.org/ontology/MESH/D004644,C0011570|C0086132,BL CF CI CL CO DG DH DI DT EC EH EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH SU TH UR VI,T011485|T011484|T011486
