,Preferred Label,Semantic Types Label,Class ID,Semantic Types,Synonyms,Parents,CUI,AQL,TERMUI,mesh_id
970,"Epilepsy, Absence",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D004832,T047,"Juvenile Absence Epilepsy|Epilepsy, Juvenile Absence|Pyknolepsies|Absence Epilepsy|Petit Mal Epilepsy|Childhood Absence Epilepsy|Absence Epilepsy, Juvenile|Minor Epilepsy|Pykno Epilepsy|Absence Seizure Disorder|Pyknolepsy|Absence Epilepsy, Childhood|Seizure Disorders, Absence|Epilepsy, Absence, Atypical|Epilepsy, Minor|Petit Mal, Akinetic|Epilepsy, Childhood Absence|Epilepsy Juvenile Absence|Akinetic Petit Mal|Epilepsy, Petit Mal|Absence Seizure Disorders|Pykno-Epilepsy|Seizure Disorder, Absence",http://purl.bioontology.org/ontology/MESH/D000073376|http://purl.bioontology.org/ontology/MESH/D004829,C4552765|C4281785|C4553705|C0751124|C0014553|C4317339|C0001890,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T367728|T367716|T014737|T014732|T014735|T834223|T367729|T367727|T367717|T367730|T367726|T014734|T014733,D004832
971,"Epilepsy, Tonic-Clonic",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D004830,T047,"Tonic-Clonic Seizure Syndrome|Seizure Syndrome, Tonic-Clonic|Epilepsies, Symptomatic Tonic-Clonic|Epilepsy, Tonic-Clonic, Symptomatic|Syndrome, Tonic-Clonic Seizure|Epilepsy, Grand Mal|Tonic-Clonic Seizure Syndromes|Tonic-Clonic Convulsion Syndromes|Seizure Syndromes, Tonic-Clonic|Convulsion Disorder, Tonic-Clonic|Convulsion Disorders, Tonic-Clonic|Symptomatic Tonic Clonic Epilepsy|Cryptogenic Tonic-Clonic Epilepsies|Major Motor Seizure Disorder|Disorders, Tonic-Clonic Convulsion|Syndrome, Tonic-Clonic Convulsion|Tonic-Clonic Epilepsy, Symptomatic|Tonic-Clonic Convulsion Disorder|Convulsions, Grand Mal|Epilepsy, Tonic-Clonic, Cryptogenic|Disorder, Tonic-Clonic Seizure|Tonic Clonic Convulsion|Major Epilepsy|Convulsions, Tonic Clonic|Convulsion, Tonic Clonic|Disorders, Tonic-Clonic Seizure|Tonic-Clonic Convulsion Disorders|Tonic-Clonic Seizure Disorder|Epilepsy, Cryptogenic Tonic-Clonic|Seizure Disorder, Tonic-Clonic|Tonic-Clonic Epilepsy, Familial|Grand Mal Convulsion|Tonic-Clonic Epilepsies|Tonic-Clonic Epilepsies, Cryptogenic|Tonic Clonic Seizure Syndrome|Seizure Disorders, Tonic-Clonic|Cryptogenic Tonic Clonic Epilepsy|Tonic Clonic Seizure Disorder|Tonic Clonic Convulsions|Epilepsy, Familial Tonic-Clonic|Seizure Disorder, Grand Mal|Tonic-Clonic Epilepsy|Epilepsy, Tonic Clonic|Epilepsy, Tonic-Clonic, Familial|Epilepsy, Symptomatic Tonic-Clonic|Epilepsies, Cryptogenic Tonic-Clonic|Major Epilepsies|Symptomatic Tonic-Clonic Epilepsies|Syndromes, Tonic-Clonic Seizure|Tonic-Clonic Seizure Disorders|Tonic-Clonic Convulsion Syndrome|Tonic-Clonic Epilepsies, Symptomatic|Cryptogenic Tonic-Clonic Epilepsy|Grand Mal Convulsions|Familial Tonic-Clonic Epilepsy|Symptomatic Tonic-Clonic Epilepsy|Convulsion Syndromes, Tonic-Clonic|Disorder, Tonic-Clonic Convulsion|Epilepsies, Familial Tonic-Clonic|Seizure Disorder, Major Motor|Familial Tonic-Clonic Epilepsies|Grand Mal Epilepsy|Convulsion, Grand Mal|Tonic Clonic Convulsion Syndrome|Seizure Disorder, Tonic Clonic|Epilepsy, Major|Tonic Clonic Convulsion Disorder|Epilepsies, Tonic-Clonic|Convulsion Syndrome, Tonic-Clonic|Tonic-Clonic Epilepsy, Cryptogenic|Grand Mal Seizure Disorder|Syndromes, Tonic-Clonic Convulsion|Tonic-Clonic Epilepsies, Familial|Familial Tonic Clonic Epilepsy",http://purl.bioontology.org/ontology/MESH/D004829,C0014549|C0751117|C0751118|C0751119,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T368076|T368061|T368073|T368060|T368079|T014725|T368062|T368074|T368063|T368080|T014724|T368057|T368072|T368071|T368075|T368056|T368059|T368077|T368058|T368078,D004830
972,"Epilepsy, Frontal Lobe",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D017034,T047,"Supplementary Motor Epilepsy|Epilepsies, Supplementary Motor|Epilepsy, Orbito Frontal|Epilepsies, Anterior Fronto-Polar|Anterior Fronto-Polar Epilepsy|Childhood Benign Frontal Epilepsy|Anterior Fronto-Polar Epilepsies|Epilepsy, Orbito-Frontal|Epilepsy, Supplementary Motor|Epilepsy, Anterior Fronto-Polar|Cingulate Epilepsy|Cingulate Epilepsies|Epilepsy, Anterior Fronto Polar|Orbito-Frontal Epilepsies|Epilepsy, Cingulate|Opercular Epilepsies|Orbito-Frontal Epilepsy|Supplementary Motor Epilepsies|Opercular Epilepsy|Frontal Lobe Epilepsies|Epilepsies, Cingulate|Frontal Lobe Epilepsy|Epilepsies, Orbito-Frontal|Epilepsy, Benign Frontal, Childhood|Epilepsy, Opercular|Frontal Epilepsy, Benign, Childhood|Benign Frontal Childhood Epilepsy",http://purl.bioontology.org/ontology/MESH/D000073376|http://purl.bioontology.org/ontology/MESH/D004828,C0393684|C0751642|C0393688|C0085541|C0751643|C0393671|C0393683,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T367801|T050845|T367806|T367802|T367798|T367799|T367797|T367803|T367805|T367807|T367800,D017034
973,"Epilepsy, Reflex",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D020195,T047,"Writing Induced Reflex Epilepsy|Reading Epilepsy|Epilepsies, Musicogenic|Reflex Epilepsy, Cursive (Running)|Epilepsies, Tactile Reflex|Eating Induced Epilepsy|Reflex Epilepsy, Audiogenic|Reflex Epilepsies, Audiogenic|Reflex Epilepsy, Photosensitive|Epilepsy, Reading Reflex|Epilepsy, Photogenic|Epilepsy, Cursive|Reflex Epilepsy, Tactile|Audiogenic Epilepsy|Epilepsies, Eating-Induced|Tactile Reflex Epilepsy|Epilepsy, Eating-Induced Reflex|Reflex Epilepsy, Writing-Induced|Reflex Epilepsy|Writing-Induced Reflex Epilepsy|Eating-Induced Epilepsy|Cursive Epilepsy|Epilepsies, Cursive|Epilepsies, Reading Reflex|Epilepsy, Photosensitive Reflex|Reflex Epilepsies|Epilepsy, Musicogenic|Reflex Epilepsies, Cursive (Running)|Epilepsy, Audiogenic Reflex|Musicogenic Epilepsies|Reading Reflex Epilepsy|Reflex Epilepsy, Eating Induced|Photosensitive Epilepsies|Cursive Reflex Epilepsy (Running)|Reflex Epilepsies, Tactile|Audiogenic Reflex Epilepsies|Eating-Induced Reflex Epilepsies|Musicogenic Epilepsy|Photosensitive Reflex Epilepsies|Reflex Epilepsies, Musicogenic|Epilepsy, Eating-Induced|Reflex Epilepsy, Reading|Reflex Epilepsies, Reading|Reflex Epilepsy, Eating-Induced|Immersion Related Epilepsy|Reflex Epilepsy, Musicogenic|Reflex Epilepsies, Photosensitive|Reflex Epilepsy, Visual Pattern|Epilepsy, Tactile Reflex|Reading Epilepsies|Eating-Induced Reflex Epilepsy|Photosensitive Epilepsy|Musicogenic Reflex Epilepsies|Visual Pattern Reflex Epilepsy|Epilepsy, Immersion Related|Epilepsies, Photosensitive|Epilepsies, Photosensitive Reflex|Reflex Epilepsies, Eating-Induced|Epilepsies, Eating-Induced Reflex|Epilepsies, Reflex|Immersion Related Epilepsies|Cursive Reflex Epilepsies (Running)|Reflex Epilepsies, Writing-Induced|Eating-Induced Epilepsies|Epilepsies, Audiogenic Reflex|Musicogenic Reflex Epilepsy|Epilepsy, Photosensitive|Epilepsy, Reading|Audiogenic Epilepsies|Epilepsies, Musicogenic Reflex|Photosensitive Reflex Epilepsy|Epilepsies, Immersion Related|Epilepsy, Cursive Reflex (Running)|Tactile Reflex Epilepsies|Epilepsy, Musicogenic Reflex|Reading Reflex Epilepsies|Epilepsies, Reading|Epilepsy, Writing-Induced Reflex|Epilepsy, Audiogenic|Writing-Induced Reflex Epilepsies|Audiogenic Reflex Epilepsy|Decision Making Reflex Epilepsy|Epilepsies, Writing-Induced Reflex",http://purl.bioontology.org/ontology/MESH/D004827,C0278198|C0751791|C0751789|C0751786|C0270819|C0751788|C0751787|C0270857|C0751790|C0393729|C0278193|C0393720,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T368024|T368028|T368026|T812348|T368031|T368032|T358392|T368029|T368036|T368023|T368035|T368027|T368030|T368038|T812291|T368037|T368034|T368041|T368033|T368040|T368025|T368039,D020195
974,"Myoclonic Epilepsy, Juvenile",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D020190,T047,"Epilepsy, Adolescent Myoclonic|Adolescent Myoclonic Epilepsy|Juvenile Myoclonic Epilepsy of Janz|Epilepsy, Myoclonic Juvenile|Epilepsy, Juvenile Myoclonic|Myoclonic Epilepsy, Juvenile, 1|Myoclonic Epilepsy, Adolescent|Petit Mal, Impulsive, Janz|Impulsive Petit Mal Epilepsy|Janz Juvenile Myoclonic Epilepsy|JME (Juvenile Myoclonic Epilepsy)|JMEs (Juvenile Myoclonic Epilepsy)|Juvenile Myoclonic Epilepsy|Myoclonic Juvenile Epilepsy|Petit Mal, Impulsive|Impulsive Petit Mal, Janz|Janz Syndrome|Juvenile Epilepsy, Myoclonic|Epilepsy, Myoclonic, Juvenile|Janz Impulsive Petit Mal",http://purl.bioontology.org/ontology/MESH/D004831,C0270853,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T369662|T369663|T358258|T369665|T769545|T369666|T841801|T769546|T369667|T369670|T369672|T369669|T369668|T812251|T369671|T369664,D020190
975,"Epilepsy, Benign Neonatal",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D020936,T047,"Non-Familial Benign Neonatal Epilepsy|Benign Neonatal Nonfamilial Epilepsy|Benign Neonatal Convulsions|Benign Neonatal Convulsion|Benign Familial Infantile Convulsions|Convulsions, Benign Familial Infantile, 3|Epilepsy, Benign Neonatal Infantile|Epilepsy, Benign Neonatal, Familial|Benign Neonatal Epilepsy, Nonfamilial|Benign Non Familial Neonatal Convulsions|Benign Neonatal Epilepsy|Benign Familial Neonatal Epilepsy|Epilepsies, Benign Neonatal|Neonatal Convulsion, Benign|Benign Familial Neonatal Convulsions|Benign Familial Neonatal-Infantile Seizures|Familial Benign Neonatal Epilepsy|Benign Neonatal Non Familial Convulsions|Convulsions, Benign Neonatal, Familial|Convulsion, Benign Neonatal|Seizures, Benign Familial Neonatal Infantile|Benign Neonatal Non-Familial Convulsions|Non Familial Benign Neonatal Epilepsy|Convulsions, Benign Familial Infantile, 1|Benign Familial Infantile Convulsions Syndrome|Convulsions, Benign Neonatal|Neonatal Epilepsy, Benign|Benign Non-Familial Neonatal Convulsions|Familial Benign Neonatal Convulsions|Non-Familial Benign Neonatal Convulsions|Seizures, Benign Familial Infantile, 1|Neonatal Convulsions, Benign|Seizures, Benign Familial Infantile, 3|Non Familial Benign Neonatal Convulsions|Epilepsy, Benign Neonatal-Infantile|Seizures, Benign Familial Neonatal-Infantile|Convulsions Benign Familial Neonatal|Benign Neonatal Epilepsies|Benign Familial Neonatal Infantile Seizures|Epilepsy, Benign Neonatal, Non-Familial|Benign Neonatal-Infantile Epilepsies|Benign Infantile Familial Convulsions|Epilepsy, Benign Neonatal, Nonfamilial|Convulsions, Benign Neonatal, Non-Familial|Neonatal-Infantile Epilepsies, Benign|Benign Neonatal-Infantile Epilepsy|Epilepsies, Benign Neonatal-Infantile|Neonatal-Infantile Epilepsy, Benign|Neonatal Epilepsies, Benign",http://purl.bioontology.org/ontology/MESH/D004827|http://purl.bioontology.org/ontology/MESH/D007232,C0220669|C0270851|C1843140|C0393693|C4551769,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T804676|T782707|T367744|T834251|T367755|T367753|T367742|T804674|T367749|T834090|T834093|T367746|T708884|T782708|T782706|T367748|T367741|T372996|T367752|T782705|T358386|T367745|T834250|T367747|T841000|T804677|T367750|T840999|T367751|T367743,D020936
976,"Epilepsy, Partial, Sensory",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D020937,T047,"Vertiginous Partial Seizure|Vertiginous Partial Seizures|Sensory Partial Epilepsy|Partial Seizure, Visual|Seizure, Vertiginous Partial|Seizure, Focal Sensory|Epilepsy, Sensory|Sensory Epilepsy|Seizures, Focal Sensory|Partial Seizure, Gustatory|Olfactory Partial Seizure|Focal Sensory Seizures|Focal Sensory Seizure|Seizure Disorder, Sensory|Seizure Disorder, Sensory, Focal|Seizures, Vertiginous Partial|Seizures, Olfactory Partial|Sensory Seizure Disorders|Partial Seizures, Gustatory|Seizure Disorder, Partial, Sensory|Gustatory Partial Seizures|Seizure, Gustatory Partial|Seizure, Visual Partial|Partial Sensory Seizures|Seizures, Partial Sensory|Partial Seizures, Vertiginous|Partial Seizures, Olfactory|Simple Partial Seizures, Special Sensory Symptoms|Gustatory Partial Seizure|Partial Seizure, Vertiginous|Visual Partial Seizures|Partial Epilepsy, Sensory|Seizure Disorders, Sensory|Sensory Seizure, Partial|Sensory Seizures, Partial|Partial Seizure, Olfactory|Epilepsy, Sensory Partial|Sensory Seizure, Focal|Seizure, Olfactory Partial|Sensory Seizures, Focal|Focal Seizure Disorder, Sensory|Partial Seizures, Visual|Sensory Partial Seizure Disorder|Seizure, Partial Sensory|Sensory Focal Seizure Disorder|Visual Partial Seizure|Seizures, Simple Partial, Special Sensory Symptoms|Partial Sensory Seizure|Olfactory Partial Seizures|Sensory Seizure Disorder",http://purl.bioontology.org/ontology/MESH/D004828,C0541939|C0270831|C0752322|C0278188|C0278192|C0278194|C0278191|C0544645,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T358391|T367954|T367955|T367961|T367977|T367970|T367959|T367950|T367958|T367968|T367960|T367949|T367951|T367956|T367957|T367952|T367969|T367953,D020937
977,"Epilepsy, Generalized",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D004829,T047,"Nonconvulsive Generalized Seizure Disorder|Seizure Disorder, Generalized|Generalized Convulsive Epilepsies|Generalized Epilepsies|Convulsive Epilepsy, Generalized|Generalized Epilepsy, Symptomatic|Tonic Epilepsies|Epilepsy, Atonic|Convulsive Seizure Disorder, Generalized|Atonic Epilepsy|Generalized Nonconvulsive Seizure Disorder|Epilepsy, Tonic|Epilepsy, Generalized Nonconvulsive|Epilepsy, Symptomatic Generalized|Atonic Epilepsies|Generalized Seizure Disorder, Nonconvulsive|Seizure Disorder, Generalized, Convulsive|Epilepsies, Generalized|Seizure Disorder, Convulsive, Generalized|Akinetic Epilepsies|Convulsive Epilepsies, Generalized|Tonic Epilepsy|Akinetic Epilepsy|Epilepsies, Tonic|Generalized Convulsive Epilepsy|Epilepsies, Generalized Convulsive|Seizure Disorder, Generalized Nonconvulsive|Generalized Seizure Disorder|Generalized Epilepsy|Seizure Disorders, Generalized|Epilepsies, Akinetic|Symptomatic Generalized Epilepsy|Seizure Disorder, Nonconvulsive Generalized|Generalized Seizure Disorder, Convulsive|Nonconvulsive Epilepsy, Generalized|Convulsive Generalized Seizure Disorder|Generalized Nonconvulsive Epilepsy|Generalized Onset Seizure Disorder|Nonconvulsive Seizure Disorder, Generalized|Epilepsy, Akinetic|Seizure Disorder, Generalized Onset|Generalized Seizure Disorders|Epilepsy, Generalized Convulsive|Epilepsies, Atonic",http://purl.bioontology.org/ontology/MESH/D004827,C0086241|C0086236|C0017332|C0311334|C0270854|C0014548|C0347869,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T367857|T367866|T367862|T367867|T014722|T367858|T367860|T367865|T367863|T367835|T367840|T367836|T367859|T014723|T367833|T367834|T367864|T367861|T367841|T367868|T014720,D004829
978,Epilepsy,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D004827,T047,"Aura|Epilepsies|Auras|Epilepsy, Awakening|Epilepsy, Cryptogenic|Cryptogenic Epilepsy|Seizure Disorder|Seizure Disorders|Awakening Epilepsy|Cryptogenic Epilepsies|Epilepsies, Cryptogenic",http://purl.bioontology.org/ontology/MESH/D001927,C0236018|C0751111|C0014544|C0086237,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T367713|T367712|T014713|T367714|T014710,D004827
979,Epilepsy,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D004827,T047,"Aura|Epilepsies|Auras|Epilepsy, Awakening|Epilepsy, Cryptogenic|Cryptogenic Epilepsy|Seizure Disorder|Seizure Disorders|Awakening Epilepsy|Cryptogenic Epilepsies|Epilepsies, Cryptogenic",http://purl.bioontology.org/ontology/MESH/D001927,C0236018|C0751111|C0014544|C0086237,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T367713|T367712|T014713|T367714|T014710,D004827
980,Epilepsy,Finding,http://purl.bioontology.org/ontology/MESH/D004827,T033,"Aura|Epilepsies|Auras|Epilepsy, Awakening|Epilepsy, Cryptogenic|Cryptogenic Epilepsy|Seizure Disorder|Seizure Disorders|Awakening Epilepsy|Cryptogenic Epilepsies|Epilepsies, Cryptogenic",http://purl.bioontology.org/ontology/MESH/D001927,C0236018|C0751111|C0014544|C0086237,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T367713|T367712|T014713|T367714|T014710,D004827
981,Epilepsy,Finding,http://purl.bioontology.org/ontology/MESH/D004827,T033,"Aura|Epilepsies|Auras|Epilepsy, Awakening|Epilepsy, Cryptogenic|Cryptogenic Epilepsy|Seizure Disorder|Seizure Disorders|Awakening Epilepsy|Cryptogenic Epilepsies|Epilepsies, Cryptogenic",http://purl.bioontology.org/ontology/MESH/D001927,C0236018|C0751111|C0014544|C0086237,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T367713|T367712|T014713|T367714|T014710,D004827
982,Drug Resistant Epilepsy,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D000069279,T047,"Resistant Epilepsies, Medication|Epilepsy, Drug Refractory|Refractory Epilepsies|Medication Resistant Epilepsies|Drug Refractory Epilepsies|Resistant Epilepsies, Drug|Epilepsy, Refractory|Drug Resistant Epilepsies|Epilepsies, Drug Resistant|Epilepsies, Intractable|Medication Resistant Epilepsy|Refractory Epilepsy|Epilepsy, Drug Resistant|Drug Refractory Epilepsy|Epilepsy, Medication Resistant|Resistant Epilepsy, Medication|Refractory Epilepsies, Drug|Epilepsies, Drug Refractory|Epilepsies, Refractory|Intractable Epilepsies|Resistant Epilepsy, Drug|Epilepsy, Intractable|Epilepsies, Medication Resistant|Intractable Epilepsy|Refractory Epilepsy, Drug",http://purl.bioontology.org/ontology/MESH/D004827,C1096063,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T000882556|T000879286|T000879281|T000906790|T000879285|T000879283|T000879280|T000879282,D000069279
983,"Epilepsy, Complex Partial",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D017029,T047,"Seizure Disorder, Complex Partial|Epilepsy, Symptomatic, Partial Complex|Epilepsy, Cryptogenic, Partial Complex|Complex Partial Seizure Disorder|Complex Partial Epilepsy|Partial Epilepsy, Complex|Partial Complex Epilepsy, Symptomatic|Psychomotor Epilepsy|Cryptogenic Partial Complex Epilepsy|Epilepsy, Psychic Equivalent|Epilepsy, Psychomotor|Psychic Equivalent Epilepsy|Partial Complex Epilepsy, Cryptogenic|Disorder, Complex Partial Seizures|Symptomatic Partial Complex Epilepsy",http://purl.bioontology.org/ontology/MESH/D004828,C0085417|C0751641|C0751640,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T367771|T367774|T367775|T050840|T367773|T050839|T367783|T050841|T367782|T367777|T367772|T367781|T367776,D017029
984,Sudden Unexpected Death in Epilepsy,Finding,http://purl.bioontology.org/ontology/MESH/D000080485,T033,SUDEP,http://purl.bioontology.org/ontology/MESH/D003645|http://purl.bioontology.org/ontology/MESH/D004827,C4304727,EH EP ET PA PC VE,T000952461|T000952462,D000080485
985,Japanese Encephalitis Vaccines,Pharmacologic Substance,http://purl.bioontology.org/ontology/MESH/D022321,T121,"Vaccines, Japanese Encephalitis|Encephalitis Vaccines, Japanese|Encephalitis Vaccine, Japanese|Vaccine, Japanese Encephalitis|Japanese Encephalitis Vaccine",http://purl.bioontology.org/ontology/MESH/D014765,C0771080,AD AE AG AI AN BI BL CF CH CL CS EC GE HI IM IP ME PD PK PO RE SD ST TO TU UR,T000998271|T407411,D022321
986,Japanese Encephalitis Vaccines,Pharmacologic Substance,http://purl.bioontology.org/ontology/MESH/D022321,T121,"Vaccines, Japanese Encephalitis|Encephalitis Vaccines, Japanese|Encephalitis Vaccine, Japanese|Vaccine, Japanese Encephalitis|Japanese Encephalitis Vaccine",http://purl.bioontology.org/ontology/MESH/D014765,C0771080,AD AE AG AI AN BI BL CF CH CL CS EC GE HI IM IP ME PD PK PO RE SD ST TO TU UR,T000998271|T407411,D022321
987,Japanese Encephalitis Vaccines,Pharmacologic Substance,http://purl.bioontology.org/ontology/MESH/D022321,T121,"Vaccines, Japanese Encephalitis|Encephalitis Vaccines, Japanese|Encephalitis Vaccine, Japanese|Vaccine, Japanese Encephalitis|Japanese Encephalitis Vaccine",http://purl.bioontology.org/ontology/MESH/D014765,C0771080,AD AE AG AI AN BI BL CF CH CL CS EC GE HI IM IP ME PD PK PO RE SD ST TO TU UR,T000998271|T407411,D022321
988,Japanese Encephalitis Vaccines,"Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D022321,T116,"Vaccines, Japanese Encephalitis|Encephalitis Vaccines, Japanese|Encephalitis Vaccine, Japanese|Vaccine, Japanese Encephalitis|Japanese Encephalitis Vaccine",http://purl.bioontology.org/ontology/MESH/D014765,C0771080,AD AE AG AI AN BI BL CF CH CL CS EC GE HI IM IP ME PD PK PO RE SD ST TO TU UR,T000998271|T407411,D022321
989,Japanese Encephalitis Vaccines,"Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D022321,T116,"Vaccines, Japanese Encephalitis|Encephalitis Vaccines, Japanese|Encephalitis Vaccine, Japanese|Vaccine, Japanese Encephalitis|Japanese Encephalitis Vaccine",http://purl.bioontology.org/ontology/MESH/D014765,C0771080,AD AE AG AI AN BI BL CF CH CL CS EC GE HI IM IP ME PD PK PO RE SD ST TO TU UR,T000998271|T407411,D022321
990,Japanese Encephalitis Vaccines,"Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D022321,T116,"Vaccines, Japanese Encephalitis|Encephalitis Vaccines, Japanese|Encephalitis Vaccine, Japanese|Vaccine, Japanese Encephalitis|Japanese Encephalitis Vaccine",http://purl.bioontology.org/ontology/MESH/D014765,C0771080,AD AE AG AI AN BI BL CF CH CL CS EC GE HI IM IP ME PD PK PO RE SD ST TO TU UR,T000998271|T407411,D022321
991,Japanese Encephalitis Vaccines,Immunologic Factor,http://purl.bioontology.org/ontology/MESH/D022321,T129,"Vaccines, Japanese Encephalitis|Encephalitis Vaccines, Japanese|Encephalitis Vaccine, Japanese|Vaccine, Japanese Encephalitis|Japanese Encephalitis Vaccine",http://purl.bioontology.org/ontology/MESH/D014765,C0771080,AD AE AG AI AN BI BL CF CH CL CS EC GE HI IM IP ME PD PK PO RE SD ST TO TU UR,T000998271|T407411,D022321
992,Japanese Encephalitis Vaccines,Immunologic Factor,http://purl.bioontology.org/ontology/MESH/D022321,T129,"Vaccines, Japanese Encephalitis|Encephalitis Vaccines, Japanese|Encephalitis Vaccine, Japanese|Vaccine, Japanese Encephalitis|Japanese Encephalitis Vaccine",http://purl.bioontology.org/ontology/MESH/D014765,C0771080,AD AE AG AI AN BI BL CF CH CL CS EC GE HI IM IP ME PD PK PO RE SD ST TO TU UR,T000998271|T407411,D022321
993,Japanese Encephalitis Vaccines,Immunologic Factor,http://purl.bioontology.org/ontology/MESH/D022321,T129,"Vaccines, Japanese Encephalitis|Encephalitis Vaccines, Japanese|Encephalitis Vaccine, Japanese|Vaccine, Japanese Encephalitis|Japanese Encephalitis Vaccine",http://purl.bioontology.org/ontology/MESH/D014765,C0771080,AD AE AG AI AN BI BL CF CH CL CS EC GE HI IM IP ME PD PK PO RE SD ST TO TU UR,T000998271|T407411,D022321
994,Encephalitis,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D004660,T047,"Inflammation, Brain|Brain Inflammation|Brain Inflammations|Encephalitis, Rasmussen|Rasmussen Encephalitis|Rasmussen's Syndrome|Rasmussen Syndrome",http://purl.bioontology.org/ontology/MESH/D001927|http://purl.bioontology.org/ontology/MESH/D000090862,C0393484|C0014038,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T367440|T367441|T367442|T367444|T367443|T367439|T014244,D004660
995,"Encephalitis, Herpes Simplex",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D020803,T047,"Herpetic Acute Necrotizing Encephalitis|Encephalitis, Herpes|Meningoencephalitis, Herpetic|Herpes Encephalitis|Encephalitis, Herpetic|Encephalitides, Herpes Simplex|Meningoencephalitis, Herpes Simplex|Herpetic Encephalitis|Herpetic Meningoencephalitides|Herpetic Meningoencephalitis|Meningoencephalitis, Herpes Simplex Virus|Herpes Simplex Meningoencephalitis|Meningoencephalitides, Herpetic|Meningoencephalitides, Herpes Simplex|Herpetic Encephalitides|Herpes Simplex Encephalitis|Herpes Simplex Encephalitides|Encephalitides, Herpetic|Herpes Simplex Meningoencephalitides|Acute Necrotizing Encephalitis, Herpetic",http://purl.bioontology.org/ontology/MESH/D006566|http://purl.bioontology.org/ontology/MESH/D018792,C0019385|C0276226|C0001338,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH TM UR VE VI,T367533|T367535|T367540|T367542|T367534|T367541|T358381|T367536|T367537,D020803
