,Gene name,Gene type,Gene description
11165,,processed_pseudogene,partner of NOB1 homolog (S. cerevisiae) (PNO1) pseudogene
11166,MPTX1,processed_pseudogene,mucosal pentraxin 1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:48364]
11167,OR10J2P,unprocessed_pseudogene,olfactory receptor family 10 subfamily J member 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:14991]
11168,OR10J7P,unitary_pseudogene,olfactory receptor family 10 subfamily J member 7 pseudogene [Source:HGNC Symbol;Acc:HGNC:19637]
11169,OR10J8P,unprocessed_pseudogene,olfactory receptor family 10 subfamily J member 8 pseudogene [Source:HGNC Symbol;Acc:HGNC:19638]
11170,OR10J9P,unprocessed_pseudogene,olfactory receptor family 10 subfamily J member 9 pseudogene [Source:HGNC Symbol;Acc:HGNC:19639]
11171,HMGB1P48,unprocessed_pseudogene,high mobility group box 1 pseudogene 48 [Source:HGNC Symbol;Acc:HGNC:39281]
11172,,unprocessed_pseudogene,ribosomal protein L36a pseudogene 47
11173,USP32P4,transcribed_unprocessed_pseudogene,ubiquitin specific peptidase 32 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:43577]
11174,RPL36AP47,processed_pseudogene,ribosomal protein L36a pseudogene 47 [Source:HGNC Symbol;Acc:HGNC:35624]
11175,RPS23P7,processed_pseudogene,ribosomal protein S23 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:43899]
11176,COX6CP16,processed_pseudogene,cytochrome c oxidase subunit 6C pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:49367]
11177,MFSD13B,transcribed_unitary_pseudogene,major facilitator superfamily domain containing 13B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:52163]
11178,RPL9P16,processed_pseudogene,ribosomal protein L9 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36851]
11179,NPM1P47,processed_pseudogene,nucleophosmin 1 pseudogene 47 [Source:HGNC Symbol;Acc:HGNC:45226]
11180,,unprocessed_pseudogene,golgin subfamily A pseudogene
11181,WBP1LP2,processed_pseudogene,WBP1L pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43949]
11182,BANF1P5,processed_pseudogene,BANF1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:43885]
11183,RPS13P5,processed_pseudogene,ribosomal protein S13 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:36610]
11184,SUCLA2P3,processed_pseudogene,SUCLA2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38103]
11185,TMA16P1,processed_pseudogene,translation machinery associated 16 homolog pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43780]
11186,,unprocessed_pseudogene,tektin 4 (TEKT4) pseudogene
11187,SNRPGP19,processed_pseudogene,small nuclear ribonucleoprotein polypeptide G pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:49375]
11188,,processed_pseudogene,"erritin, light polypeptide (FTL) pseudogene"
11189,ZNF603P,unprocessed_pseudogene,"zinc finger protein 603, pseudogene [Source:HGNC Symbol;Acc:HGNC:23322]"
11190,ASB9P1,processed_pseudogene,ankyrin repeat and SOCS box containing 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20972]
11191,ZKSCAN8P2,unprocessed_pseudogene,ZKSCAN8 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:42862]
11192,TOB2P1,processed_pseudogene,"transducer of ERBB2, 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:13986]"
11193,RPS15AP10,processed_pseudogene,ribosomal protein S15a pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:37001]
11194,RPL7AP16,processed_pseudogene,ribosomal protein L7a pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:35898]
11195,VN1R11P,unitary_pseudogene,"vomeronasal 1 receptor 11, pseudogene [Source:HGNC Symbol;Acc:HGNC:13551]"
11196,,processed_pseudogene,PH domain and leucine rich repeat protein phosphatase 2 (PHLPP2) pseudogene
11197,RPL10P2,processed_pseudogene,ribosomal protein L10 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:13975]
11198,CDH12P1,unprocessed_pseudogene,cadherin 12 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37698]
11199,ZFP91P1,processed_pseudogene,ZFP91 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54652]
11200,YBX2P2,transcribed_processed_pseudogene,YBX2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54721]
11201,RPS26P19,processed_pseudogene,ribosomal protein S26 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:36377]
11202,,processed_pseudogene,archaelysin family metallopeptidase 2 (AMZ2) pseudogene
11203,SHC1P2,processed_pseudogene,SHC adaptor protein 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:10842]
11204,VN1R10P,unprocessed_pseudogene,vomeronasal 1 receptor 10 pseudogene [Source:HGNC Symbol;Acc:HGNC:13550]
11205,MCFD2P1,processed_pseudogene,multiple coagulation factor deficiency 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:21582]
11206,,processed_pseudogene,sterile alpha motif domain containing 12 (SAMD12) pseudogene
11207,,processed_pseudogene,WD repeat domain 59 (WDR59) pseudogene
11208,HNRNPA1P1,processed_pseudogene,heterogeneous nuclear ribonucleoprotein A1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:13957]
11209,CD83P1,processed_pseudogene,CD83 molecule pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:13946]
11210,,processed_pseudogene,"TAF13 RNA polymerase II, TATA box binding protei (TBP)-associated factor, 18kDa (TAF13) pseudogene"
11211,,processed_pseudogene,S-adenosylmethionine decarboxylase 1 (AMD1) pseudogene
11212,ST13P16,processed_pseudogene,"ST13, Hsp70 interacting protein pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:38851]"
11213,SETD6P1,processed_pseudogene,SET domain containing 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51596]
11214,WASF1P1,processed_pseudogene,WASF1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51533]
11215,NSA2P6,processed_pseudogene,NSA2 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:54587]
11216,FAM86EP,transcribed_unprocessed_pseudogene,"family with sequence similarity 86 member E, pseudogene [Source:HGNC Symbol;Acc:HGNC:28017]"
11217,SULT1C2P2,unprocessed_pseudogene,"sulfotransferase family, cytosolic, 1C, member 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:51595]"
11218,ZNF876P,transcribed_unprocessed_pseudogene,"zinc finger protein 876, pseudogene [Source:HGNC Symbol;Acc:HGNC:32472]"
11219,GMCL1P2,processed_pseudogene,GMCL1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:42863]
11220,,transcribed_unprocessed_pseudogene,toll-like receptor 2 pseudogene
11221,OR7E94P,transcribed_unprocessed_pseudogene,olfactory receptor family 7 subfamily E member 94 pseudogene [Source:HGNC Symbol;Acc:HGNC:14789]
11222,JAKMIP1-DT,transcribed_unprocessed_pseudogene,JAKMIP1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:27728]
11223,,transcribed_unprocessed_pseudogene,novel Myb/SANT-like DNA-binding domain containing pseudogene
11224,PPBPP2,transcribed_unprocessed_pseudogene,pro-platelet basic protein pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16981]
11225,SMIM12P1,processed_pseudogene,small integral membrane protein 12 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51598]
11226,GTF2IP12,transcribed_unprocessed_pseudogene,general transcription factor IIi pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:51723]
11227,IGFL1P1,unprocessed_pseudogene,IGF like family member 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32956]
11228,OCLNP1,unprocessed_pseudogene,OCLN pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:53916]
11229,SEPTIN7P14,transcribed_unprocessed_pseudogene,septin 7 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:44219]
11230,RPL12P41,processed_pseudogene,ribosomal protein L12 pseudogene 41 [Source:HGNC Symbol;Acc:HGNC:35999]
11231,,unprocessed_pseudogene,IGF-like family member 4 (IGFL4) pseudogene
11232,,transcribed_processed_pseudogene,chromosome 14 open reading frame 156 (C14orf156) pseudogene
11233,,unprocessed_pseudogene,SNW domain containing 1 (SNW1) pseudogene
11234,RPL7L1P5,processed_pseudogene,ribosomal protein L7 like 1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:39487]
11235,,unprocessed_pseudogene,golgin A5 (GOLGA5) pseudogene
11236,UBE2Q2P12,unprocessed_pseudogene,UBE2Q2 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:49523]
11237,,processed_pseudogene,ESD (esterase D/formylglutathione hydrolase) pseudogene
11238,KLF2P1,processed_pseudogene,Kruppel like factor 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49280]
11239,CYP4F27P,unprocessed_pseudogene,"cytochrome P450 family 4 subfamily F member 27, pseudogene [Source:HGNC Symbol;Acc:HGNC:39946]"
11240,,processed_pseudogene,pseudogene similar to part of nucleolar protein 5 Nol5
11241,,unprocessed_pseudogene,"pseudogene similar to part of ATPase, H+/K+ transporting, nongastric, alpha polypeptide ATP12A"
11242,EGLN1P1,transcribed_processed_pseudogene,egl-9 family hypoxia inducible factor 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44481]
11243,MRPS10P2,processed_pseudogene,mitochondrial ribosomal protein S10 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:29727]
11244,RPL7P26,processed_pseudogene,ribosomal protein L7 pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:36630]
11245,SUMO2P13,processed_pseudogene,SUMO2 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:49351]
11246,DNAJB1P1,processed_pseudogene,DnaJ heat shock protein family (Hsp40) member B1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:24988]
11247,,processed_pseudogene,"zinc finger, DHHC-type containing 6 (ZDHHC6) pseudogene"
11248,,unprocessed_pseudogene,pseudogene similar to part of tousled-like kinase 2 (TLK2)
11249,EIF4A1P3,processed_pseudogene,eukaryotic translation initiation factor 4A1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37922]
11250,,processed_pseudogene,PRP4 pre-mRNA processing factor 4 homolog B (PRPF4B) pseudogene
11251,RNA5SP97,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 97 [Source:HGNC Symbol;Acc:HGNC:42895]"
11252,BOLA2P2,transcribed_processed_pseudogene,bolA family member 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:51438]
11253,ADGRF2,transcribed_unitary_pseudogene,adhesion G protein-coupled receptor F2 [Source:HGNC Symbol;Acc:HGNC:18991]
11254,HIGD2AP2,processed_pseudogene,HIGD2A pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54794]
11255,,processed_pseudogene,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2 (LILRB2) pseudogene"
11256,MTAPP1,processed_pseudogene,methylthioadenosine phosphorylase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:42442]
11257,,transcribed_unprocessed_pseudogene,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like (MTHFD1L) pseudogene
11258,BMS1P10,transcribed_unprocessed_pseudogene,BMS1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:49154]
11259,,transcribed_unprocessed_pseudogene,serine palmitoyltransferase long chain base subunit 1 (SPTLC1) pseudogene
11260,ATP8B5P,transcribed_unprocessed_pseudogene,"ATPase phospholipid transporting 8B5, pseudogene [Source:HGNC Symbol;Acc:HGNC:27245]"
11261,,processed_pseudogene,"armadillo repeat containing, X-linked 2 (ARMCX2) pseudogene"
11262,H4P1,processed_pseudogene,H4 histone pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54447]
11263,,processed_pseudogene,zinc finger protein 131 (ZNF131) pseudogene
11264,SOD1P2,processed_pseudogene,superoxide dismutase 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:45135]
11265,,transcribed_unprocessed_pseudogene,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like (MTHFD1L) pseudogene
11266,FAM157B,transcribed_unprocessed_pseudogene,family with sequence similarity 157 member B [Source:HGNC Symbol;Acc:HGNC:34080]
11267,TUBBP5,transcribed_unprocessed_pseudogene,tubulin beta pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:23674]
11268,LINC00475,transcribed_unprocessed_pseudogene,long intergenic non-protein coding RNA 475 [Source:HGNC Symbol;Acc:HGNC:23569]
11269,PRSS47P,transcribed_unprocessed_pseudogene,"serine protease 47, pseudogene [Source:HGNC Symbol;Acc:HGNC:37326]"
11270,FAM120A2P,transcribed_unprocessed_pseudogene,"family with sequence similarity 120A2, pseudogene [Source:HGNC Symbol;Acc:HGNC:31116]"
11271,ZNF658B,transcribed_unprocessed_pseudogene,zinc finger protein 658B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:32033]
11272,FAM95B1,transcribed_unprocessed_pseudogene,family with sequence similarity 95 member B1 [Source:HGNC Symbol;Acc:HGNC:32318]
11273,,processed_pseudogene,"pseudogene similar to part of proteasome (prosome, macropain) subunit, beta type, 5 PSMB5"
11274,RAD23BP2,processed_pseudogene,RAD23B pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44510]
11275,CTSL3P,transcribed_unprocessed_pseudogene,"cathepsin L family member 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:33132]"
11276,OR13C1P,transcribed_unprocessed_pseudogene,olfactory receptor family 13 subfamily C member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:14699]
11277,FAM205BP,transcribed_unprocessed_pseudogene,"family with sequence similarity 205 member B, pseudogene [Source:HGNC Symbol;Acc:HGNC:24504]"
11278,CELP,transcribed_unprocessed_pseudogene,carboxyl ester lipase pseudogene [Source:HGNC Symbol;Acc:HGNC:1849]
11279,MFSD14CP,transcribed_unprocessed_pseudogene,"major facilitator superfamily domain containing 14C, pseudogene [Source:HGNC Symbol;Acc:HGNC:23672]"
11280,LRRC37A5P,transcribed_unprocessed_pseudogene,"leucine rich repeat containing 37 member A5, pseudogene [Source:HGNC Symbol;Acc:HGNC:23369]"
11281,CDRT15P6,transcribed_unprocessed_pseudogene,CDRT15 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:54914]
11282,FBP2P1,transcribed_unprocessed_pseudogene,fructose-bisphosphatase 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49924]
11283,,transcribed_unprocessed_pseudogene,nuclear pore associated protein 1 (NPAP1) pseudogene
11284,,transcribed_unprocessed_pseudogene,cathepsin L (CTSL) pseudogene
11285,PAEPP1,transcribed_unprocessed_pseudogene,progestagen associated endometrial protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49600]
11286,SNX18P3,transcribed_unprocessed_pseudogene,sorting nexin 18 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39611]
11287,FAM8A3P,processed_pseudogene,"family with sequence similarity 8 member A3, pseudogene [Source:HGNC Symbol;Acc:HGNC:16374]"
11288,PGM5P2,transcribed_unprocessed_pseudogene,phosphoglucomutase 5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:18965]
11289,VPS26BP1,processed_pseudogene,VPS26B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44612]
11290,,processed_pseudogene,"ribosomal protein S27-like, pseudogene"
11291,,transcribed_unprocessed_pseudogene,kinesin family member 27 (KIF27) pseudogene
11292,ANKRD20A2P,transcribed_unprocessed_pseudogene,"ankyrin repeat domain 20 family member A2, pseudogene [Source:HGNC Symbol;Acc:HGNC:31979]"
11293,CYP4F59P,transcribed_unprocessed_pseudogene,"cytochrome P450 family 4 subfamily F member 59, pseudogene [Source:HGNC Symbol;Acc:HGNC:39947]"
11294,ANKRD20A3P,transcribed_unprocessed_pseudogene,"ankyrin repeat domain 20 family member A3, pseudogene [Source:HGNC Symbol;Acc:HGNC:31981]"
11295,RPL17P13,processed_pseudogene,ribosomal protein L17 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:36378]
11296,ANKRD20A4P,transcribed_unprocessed_pseudogene,"ankyrin repeat domain 20 family member A4, pseudogene [Source:HGNC Symbol;Acc:HGNC:31982]"
11297,FGF7P6,transcribed_unprocessed_pseudogene,fibroblast growth factor 7 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:27852]
11298,,transcribed_unprocessed_pseudogene,asparagine synthetase (glutamine-hydrolyzing) (ASNS) pseudogene
11299,,transcribed_unprocessed_pseudogene,STRA6-like (Stra6l) pseudogene
11300,PPIAP49,processed_pseudogene,peptidylprolyl isomerase A pseudogene 49 [Source:HGNC Symbol;Acc:HGNC:53673]
11301,FRG1HP,transcribed_unprocessed_pseudogene,"FSHD region gene 1 family member H, pseudogene [Source:HGNC Symbol;Acc:HGNC:51767]"
11302,SNRPFP4,processed_pseudogene,small nuclear ribonucleoprotein polypeptide F pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:39667]
11303,NDUFB1P1,processed_pseudogene,NADH:ubiquinone oxidoreductase subunit B1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30893]
11304,ANKRD20A7P,transcribed_unprocessed_pseudogene,"ankyrin repeat domain 20 family member A7, pseudogene [Source:HGNC Symbol;Acc:HGNC:31980]"
11305,ANKRD19P,transcribed_unprocessed_pseudogene,"ankyrin repeat domain 19, pseudogene [Source:HGNC Symbol;Acc:HGNC:22567]"
11306,MRPS18AP1,processed_pseudogene,mitochondrial ribosomal protein S18A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29740]
11307,,transcribed_unprocessed_pseudogene,"pseudogene similar to family with sequence similarity 75, member A1"
11308,CNTNAP3P7,transcribed_unprocessed_pseudogene,CNTNAP3 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:49585]
11309,SPATA31D5P,transcribed_unprocessed_pseudogene,"SPATA31 subfamily D member 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:38602]"
11310,FGF7P3,transcribed_unprocessed_pseudogene,fibroblast growth factor 7 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:26671]
11311,CLCN3P1,transcribed_unprocessed_pseudogene,chloride voltage-gated channel 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49775]
11312,LINC00032,transcribed_unprocessed_pseudogene,long intergenic non-protein coding RNA 32 [Source:HGNC Symbol;Acc:HGNC:16506]
11313,FCF1P2,transcribed_processed_pseudogene,FCF1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44614]
11314,,processed_pseudogene,deoxyuridine triphosphatase (DUT) pseudogene
11315,RPS2P45,transcribed_processed_pseudogene,ribosomal protein S2 pseudogene 45 [Source:HGNC Symbol;Acc:HGNC:25709]
11316,SETP3,processed_pseudogene,SET pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:31115]
11317,,processed_pseudogene,Rho GTPase activating protein 33 (ARHGAP33) pseudogene
11318,RPL6P9,processed_pseudogene,ribosomal protein L6 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:36484]
11319,RNA5SP143,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 143 [Source:HGNC Symbol;Acc:HGNC:43043]"
11320,,processed_pseudogene,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3 (LAMTOR3) pseudogene"
11321,HMGN1P38,processed_pseudogene,high mobility group nucleosome binding domain 1 pseudogene 38 [Source:HGNC Symbol;Acc:HGNC:39422]
11322,H2AZ2P1,transcribed_processed_pseudogene,H2AZ2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31026]
11323,FAM149B1P1,processed_pseudogene,family with sequence similarity 149 member B1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31735]
11324,SEPHS1P2,processed_pseudogene,selenophosphate synthetase 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:42162]
11325,,processed_pseudogene,cytokine induced apoptosis inhibitor 1 (CIAPIN1)
11326,,transcribed_processed_pseudogene,"ATP-binding cassette, sub-family G (WHITE), member 2 (ABCG2) pseudogene"
11327,,transcribed_processed_pseudogene,ribosomal protein L26 (RPL26) pseudogene
11328,OR4F14P,unprocessed_pseudogene,olfactory receptor family 4 subfamily F member 14 pseudogene [Source:HGNC Symbol;Acc:HGNC:15077]
11329,OR4F28P,unprocessed_pseudogene,olfactory receptor family 4 subfamily F member 28 pseudogene [Source:HGNC Symbol;Acc:HGNC:31229]
11330,WBP1LP5,processed_pseudogene,WBP1L pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:43957]
11331,NDUFB10P1,processed_pseudogene,NADH:ubiquinone oxidoreductase subunit B10 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:52272]
11332,,processed_pseudogene,pseudogene similar to part of ribosomal protein S15 RIG protein
11333,RAD23BP1,processed_pseudogene,RAD23B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44509]
11334,,transcribed_unprocessed_pseudogene,novel olfactory receptor pseudogene
11335,OR1AC1P,unprocessed_pseudogene,olfactory receptor family 1 subfamily AC member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:31243]
11336,SEM1P1,processed_pseudogene,SEM1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:24454]
11337,RPL32P34,processed_pseudogene,ribosomal protein L32 pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:35903]
11338,OR2S1P,transcribed_unprocessed_pseudogene,olfactory receptor family 2 subfamily S member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:8275]
11339,BICD1P1,processed_pseudogene,BICD cargo adaptor 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51374]
11340,RNA5SP115,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 115 [Source:HGNC Symbol;Acc:HGNC:42913]"
11341,POU5F1P7,processed_pseudogene,POU class 5 homeobox 1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:33313]
11342,OR5H5P,unprocessed_pseudogene,olfactory receptor family 5 subfamily H member 5 pseudogene [Source:HGNC Symbol;Acc:HGNC:14765]
11343,OR5H3P,unprocessed_pseudogene,olfactory receptor family 5 subfamily H member 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:14753]
11344,OR5H4P,unprocessed_pseudogene,olfactory receptor family 5 subfamily H member 4 pseudogene [Source:HGNC Symbol;Acc:HGNC:14763]
11345,OR5H7P,unprocessed_pseudogene,olfactory receptor family 5 subfamily H member 7 pseudogene [Source:HGNC Symbol;Acc:HGNC:14771]
11346,HNRNPA1P35,processed_pseudogene,heterogeneous nuclear ribonucleoprotein A1 pseudogene 35 [Source:HGNC Symbol;Acc:HGNC:48764]
11347,RPL23AP30,processed_pseudogene,ribosomal protein L23a pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:35617]
11348,,processed_pseudogene,v-crk sarcoma virus CT10 oncogene homolog (avian) (CRK) pseudogene
11349,RPL17P10,processed_pseudogene,ribosomal protein L17 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:35838]
11350,IMPDH1P10,processed_pseudogene,inosine monophosphate dehydrogenase 1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:33965]
11351,RPL38P5,processed_pseudogene,RPL38 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:54607]
11352,MTND5P25,unprocessed_pseudogene,MT-ND5 pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:42287]
11353,MTND4P23,unprocessed_pseudogene,MT-ND4 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:42210]
11354,MTND4LP13,unprocessed_pseudogene,MT-ND4L pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:42247]
11355,RPL7AP64,processed_pseudogene,ribosomal protein L7a pseudogene 64 [Source:HGNC Symbol;Acc:HGNC:35821]
11356,OR2AI1P,unprocessed_pseudogene,olfactory receptor family 2 subfamily AI member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15063]
11357,,processed_pseudogene,zinc finger protein 106 homolog (mouse) (ZFP106) pseudogene
11358,CICP15,processed_pseudogene,capicua transcriptional repressor pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:38549]
11359,GUSBP15,unprocessed_pseudogene,GUSB pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:54497]
11360,MTND6P3,processed_pseudogene,MT-ND6 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39466]
11361,MTND5P12,processed_pseudogene,MT-ND5 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:42274]
11362,MTCYBP35,processed_pseudogene,MT-CYB pseudogene 35 [Source:HGNC Symbol;Acc:HGNC:52303]
11363,,processed_pseudogene,FAST kinase domains 1 (FASTKD1) pseudogene
11364,HSPD1P14,processed_pseudogene,heat shock protein family D (Hsp60) member 1 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:35143]
11365,RPL7P18,processed_pseudogene,ribosomal protein L7 pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:36949]
11366,,unprocessed_pseudogene,ribosomal protein S2 (RPS2) pseudogene
11367,RPL7P39,processed_pseudogene,ribosomal protein L7 pseudogene 39 [Source:HGNC Symbol;Acc:HGNC:36214]
11368,,unprocessed_pseudogene,pseudogene similar to part of a ficolin family protein
11369,PDSS1P2,unprocessed_pseudogene,decaprenyl diphosphate synthase subunit 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:49741]
11370,KRT8P15,processed_pseudogene,keratin 8 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:33367]
11371,FLT1P1,processed_pseudogene,FLT1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44609]
11372,FAM133FP,processed_pseudogene,"family with sequence similarity 133 member F, pseudogene [Source:HGNC Symbol;Acc:HGNC:54730]"
11373,ZNF847P,unprocessed_pseudogene,"zinc finger protein 847, pseudogene [Source:HGNC Symbol;Acc:HGNC:34384]"
11374,UQCRC2P1,processed_pseudogene,ubiquinol-cytochrome c reductase core protein 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44309]
11375,CARM1P1,transcribed_unprocessed_pseudogene,coactivator associated arginine methyltransferase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23392]
11376,APOOP3,processed_pseudogene,apolipoprotein O pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:48741]
11377,RPL32P18,processed_pseudogene,ribosomal protein L32 pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:36301]
11378,KRT8P52,processed_pseudogene,keratin 8 pseudogene 52 [Source:HGNC Symbol;Acc:HGNC:54654]
11379,RPL7P14,processed_pseudogene,ribosomal protein L7 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:35984]
11380,,processed_pseudogene,zinc finger protein 14 (ZNF14) pseudogene
11381,RPL23AP36,processed_pseudogene,ribosomal protein L23a pseudogene 36 [Source:HGNC Symbol;Acc:HGNC:35685]
11382,RPL12P16,transcribed_processed_pseudogene,ribosomal protein L12 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36926]
11383,RPL22P19,transcribed_processed_pseudogene,ribosomal protein L22 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:36567]
11384,PTGES3P1,processed_pseudogene,prostaglandin E synthase 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43824]
11385,NPY6R,transcribed_unitary_pseudogene,neuropeptide Y receptor Y6 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:7959]
11386,RPL35AP29,processed_pseudogene,ribosomal protein L35a pseudogene 29 [Source:HGNC Symbol;Acc:HGNC:35569]
