,Gene name,Gene type,Gene description
13318,RNU6-216P,snRNA,"RNA, U6 small nuclear 216, pseudogene [Source:HGNC Symbol;Acc:HGNC:47179]"
13319,MIR142,miRNA,microRNA 142 [Source:HGNC Symbol;Acc:HGNC:31529]
13320,MIR4736,miRNA,microRNA 4736 [Source:HGNC Symbol;Acc:HGNC:41804]
13321,ALG1L9P,lncRNA,"ALG1 like 9, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:285407]"
13322,RNU4-55P,snRNA,"RNA, U4 small nuclear 55, pseudogene [Source:HGNC Symbol;Acc:HGNC:46991]"
13323,RNU6-277P,snRNA,"RNA, U6 small nuclear 277, pseudogene [Source:HGNC Symbol;Acc:HGNC:47240]"
13324,,lncRNA,"novel transcript, antisense to MSANTD4"
13325,LINC02719,lncRNA,long intergenic non-protein coding RNA 2719 [Source:HGNC Symbol;Acc:HGNC:54236]
13326,CLEC12A-AS1,lncRNA,CLEC12A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53407]
13327,,lncRNA,"novel transcript, antisense to PXYLP1"
13328,LINC00324,lncRNA,long intergenic non-protein coding RNA 324 [Source:HGNC Symbol;Acc:HGNC:26628]
13329,MIR5590,miRNA,microRNA 5590 [Source:HGNC Symbol;Acc:HGNC:43541]
13330,MIR4258,miRNA,microRNA 4258 [Source:HGNC Symbol;Acc:HGNC:38281]
13331,RNU4-56P,snRNA,"RNA, U4 small nuclear 56, pseudogene [Source:HGNC Symbol;Acc:HGNC:46992]"
13332,RN7SL411P,misc_RNA,"RNA, 7SL, cytoplasmic 411, pseudogene [Source:HGNC Symbol;Acc:HGNC:46427]"
13333,ESAM-AS1,lncRNA,ESAM antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55558]
13334,RNU6-327P,snRNA,"RNA, U6 small nuclear 327, pseudogene [Source:HGNC Symbol;Acc:HGNC:47290]"
13335,CHFR-DT,lncRNA,CHFR divergent transcript [Source:HGNC Symbol;Acc:HGNC:55658]
13336,,lncRNA,"novel transcript, sense intronic to MSANTD2"
13337,MSANTD2-AS1,lncRNA,MSANTD2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55601]
13338,RNU4ATAC12P,snRNA,"RNA, U4atac small nuclear 12, pseudogene [Source:HGNC Symbol;Acc:HGNC:46898]"
13339,DCST1-AS1,lncRNA,DCST1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41147]
13340,SNORA40B,snoRNA,"small nucleolar RNA, H/ACA box 40B [Source:HGNC Symbol;Acc:HGNC:52204]"
13341,,lncRNA,"novel transcript, antisense to ALK"
13342,LINC00941,lncRNA,long intergenic non-protein coding RNA 941 [Source:HGNC Symbol;Acc:HGNC:48635]
13343,LINC02387,lncRNA,long intergenic non-protein coding RNA 2387 [Source:HGNC Symbol;Acc:HGNC:53313]
13344,,lncRNA,"novel transcript, antisense to ZC3H8"
13345,RNU5B-2P,snRNA,"RNA, U5B small nuclear 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:34182]"
13346,RNU6-618P,snRNA,"RNA, U6 small nuclear 618, pseudogene [Source:HGNC Symbol;Acc:HGNC:47581]"
13347,,lncRNA,"novel transcript, sense intronic to DENND5B"
13348,DENND5B-AS1,lncRNA,DENND5B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42517]
13349,RNU5F-4P,snRNA,"RNA, U5F small nuclear 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:42516]"
13350,,lncRNA,"novel transcript, antisense to PARD3B"
13351,,lncRNA,"novel transcript, antisense to ROBO4"
13352,CCDC15-DT,lncRNA,CCDC15 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54193]
13353,LINC01001,lncRNA,long intergenic non-protein coding RNA 1001 [Source:HGNC Symbol;Acc:HGNC:38540]
13354,,lncRNA,"novel transcript, antisense to API5 and TTC17"
13355,,lncRNA,"novel transcript, sense overlapping TTC17"
13356,RN7SKP287,misc_RNA,RN7SK pseudogene 287 [Source:HGNC Symbol;Acc:HGNC:46011]
13357,MIR670,miRNA,microRNA 670 [Source:HGNC Symbol;Acc:HGNC:37304]
13358,MIR670HG,lncRNA,MIR670 host gene [Source:HGNC Symbol;Acc:HGNC:49204]
13359,ILF3-DT,lncRNA,ILF3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:27115]
13360,NBR2,lncRNA,neighbor of BRCA1 lncRNA 2 [Source:HGNC Symbol;Acc:HGNC:20691]
13361,LINC00294,lncRNA,long intergenic non-protein coding RNA 294 [Source:HGNC Symbol;Acc:HGNC:27456]
13362,RNU2-1,snRNA,"RNA, U2 small nuclear 1 [Source:HGNC Symbol;Acc:HGNC:10142]"
13363,CSTF3-DT,lncRNA,CSTF3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:27882]
13364,LINC01632,lncRNA,long intergenic non-protein coding RNA 1632 [Source:HGNC Symbol;Acc:HGNC:52419]
13365,ALOX12-AS1,lncRNA,ALOX12 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51342]
13366,,lncRNA,"novel transcript, antisense to ITGA10"
13367,LIX1L-AS1,lncRNA,LIX1L antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41210]
13368,,lncRNA,"novel transcript, antisense to LMO2"
13369,,lncRNA,"novel transcript, antisense to CAPRIN1"
13370,RNU1-133P,snRNA,"RNA, U1 small nuclear 133, pseudogene [Source:HGNC Symbol;Acc:HGNC:48475]"
13371,BZW1-AS1,lncRNA,BZW1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40839]
13372,,lncRNA,"novel transcript, antisense to ANKRD34A"
13373,RNVU1-6,snRNA,"RNA, variant U1 small nuclear 6 [Source:HGNC Symbol;Acc:HGNC:48314]"
13374,RN7SKP58,misc_RNA,RN7SK pseudogene 58 [Source:HGNC Symbol;Acc:HGNC:45782]
13375,RNU6-1071P,snRNA,"RNA, U6 small nuclear 1071, pseudogene [Source:HGNC Symbol;Acc:HGNC:48034]"
13376,RNU6-723P,snRNA,"RNA, U6 small nuclear 723, pseudogene [Source:HGNC Symbol;Acc:HGNC:47686]"
13377,RNU4-61P,snRNA,"RNA, U4 small nuclear 61, pseudogene [Source:HGNC Symbol;Acc:HGNC:46997]"
13378,,lncRNA,"novel transcript, antisense to AGBL4"
13379,PPP5D1P,lncRNA,"PPP5 tetratricopeptide repeat domain containing 1, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:100506012]"
13380,AGBL4-AS1,lncRNA,AGBL4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41123]
13381,AGBL4-IT1,lncRNA,AGBL4 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41482]
13382,RNU6-256P,snRNA,"RNA, U6 small nuclear 256, pseudogene [Source:HGNC Symbol;Acc:HGNC:47219]"
13383,DACT3-AS1,lncRNA,DACT3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44120]
13384,MIR100HG,lncRNA,mir-100-let-7a-2-mir-125b-1 cluster host gene [Source:HGNC Symbol;Acc:HGNC:39522]
13385,RNA5SP529,rRNA,"RNA, 5S ribosomal pseudogene 529 [Source:HGNC Symbol;Acc:HGNC:53798]"
13386,RNVU1-15,snRNA,"RNA, variant U1 small nuclear 15 [Source:HGNC Symbol;Acc:HGNC:48320]"
13387,RNVU1-28,snRNA,"RNA, variant U1 small nuclear 28 [Source:HGNC Symbol;Acc:HGNC:54432]"
13388,RNU4-78P,snRNA,"RNA, U4 small nuclear 78, pseudogene [Source:HGNC Symbol;Acc:HGNC:47014]"
13389,MIR8060,miRNA,microRNA 8060 [Source:HGNC Symbol;Acc:HGNC:50180]
13390,RNU6-1094P,snRNA,"RNA, U6 small nuclear 1094, pseudogene [Source:HGNC Symbol;Acc:HGNC:48057]"
13391,MIR125B1,miRNA,microRNA 125b-1 [Source:HGNC Symbol;Acc:HGNC:31506]
13392,LINC02397,lncRNA,long intergenic non-protein coding RNA 2397 [Source:HGNC Symbol;Acc:HGNC:53323]
13393,MIRLET7A2,miRNA,microRNA let-7a-2 [Source:HGNC Symbol;Acc:HGNC:31477]
13394,MIR100,miRNA,microRNA 100 [Source:HGNC Symbol;Acc:HGNC:31487]
13395,NUP107-DT,lncRNA,NUP107 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55587]
13396,RNU4ATAC10P,snRNA,"RNA, U4atac small nuclear 10, pseudogene [Source:HGNC Symbol;Acc:HGNC:46896]"
13397,RNU4ATAC5P,snRNA,"RNA, U4atac small nuclear 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:46891]"
13398,,lncRNA,"novel transcript, antisense to NRXN2"
13399,MIR4424,miRNA,microRNA 4424 [Source:HGNC Symbol;Acc:HGNC:41805]
13400,RALGPS2-AS1,lncRNA,RALGPS2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55163]
13401,MIR194-2HG,lncRNA,MIR194-2 host gene [Source:HGNC Symbol;Acc:HGNC:51946]
13402,LINC01619,lncRNA,long intergenic non-protein coding RNA 1619 [Source:HGNC Symbol;Acc:HGNC:27409]
13403,TMPO-AS1,lncRNA,TMPO antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44158]
13404,LINC02458,lncRNA,long intergenic non-protein coding RNA 2458 [Source:HGNC Symbol;Acc:HGNC:53394]
13405,RASSF8-AS1,lncRNA,RASSF8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48637]
13406,,lncRNA,"novel transcript, antisense to ARL6"
13407,,lncRNA,"novel transcript, antisense to CRYBG3"
13408,LINC02454,lncRNA,long intergenic non-protein coding RNA 2454 [Source:HGNC Symbol;Acc:HGNC:53387]
13409,,lncRNA,"novel transcript, antisense to SCAF11"
13410,SLC38A4-AS1,lncRNA,SLC38A4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56178]
13411,C2CD5-AS1,lncRNA,C2CD5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55961]
13412,,lncRNA,"novel transcript, sense intronic to CHST11"
13413,,lncRNA,"novel transcript, sense intronic to NAV3"
13414,,lncRNA,"novel transcript, sense intronic to LRRK2"
13415,,lncRNA,"novel transcript, sense intronic to MGAT4C"
13416,,lncRNA,"novel transcript, sense intronic to VEZT"
13417,,lncRNA,"novel transcript, sense intronic to CNOT2"
13418,,lncRNA,"novel transcript, sense intronic to PLBD2"
13419,GPRC5D-AS1,lncRNA,GPRC5D and HEBP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53599]
13420,,lncRNA,"novel transcript, antisense to OR5H6and OR5H2"
13421,,lncRNA,"novel transcript, antisense to SLC6A11"
13422,,lncRNA,"novel transcript, antisense to SLC1A5"
13423,GRM5P1,lncRNA,GRM5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55419]
13424,,lncRNA,"novel transcript, overlapping to ARPC2 and GPBAR1"
13425,FOLH1B,lncRNA,folate hydrolase 1B (pseudogene) [Source:NCBI gene (formerly Entrezgene);Acc:219595]
13426,OR51H1,lncRNA,olfactory receptor family 51 subfamily H member 1 [Source:NCBI gene (formerly Entrezgene);Acc:401663]
13427,SAA3P,lncRNA,"serum amyloid A3, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:6290]"
13428,SLC25A51P4,lncRNA,SLC25A51 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:54321]
13429,FAM86C2P,lncRNA,"family with sequence similarity 86, member A pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:645332]"
13430,,lncRNA,"novel transcript, antisense to EPN3"
13431,SEPTIN7P11,lncRNA,septin 7 pseudogene 11 [Source:NCBI gene (formerly Entrezgene);Acc:441601]
13432,CASP4LP,lncRNA,"caspase 4 like, pseudogene [Source:HGNC Symbol;Acc:HGNC:53657]"
13433,MIR6513,miRNA,microRNA 6513 [Source:HGNC Symbol;Acc:HGNC:50247]
13434,CATIP-AS2,lncRNA,CATIP antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:41079]
13435,MIR6810,miRNA,microRNA 6810 [Source:HGNC Symbol;Acc:HGNC:49987]
13436,OSBPL10-AS1,lncRNA,OSBPL10 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40767]
13437,,lncRNA,"novel transcript, antisense to PRKCDBP"
13438,CD200R1L-AS1,lncRNA,CD200R1L antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54071]
13439,,lncRNA,"novel transcript, antisense to CTDSP1"
13440,MIR26B,miRNA,microRNA 26b [Source:HGNC Symbol;Acc:HGNC:31612]
13441,,lncRNA,"novel transcript, antisense to GTPBP8"
13442,CCDST,lncRNA,cervical cancer associated DHX9 suppressive transcript [Source:HGNC Symbol;Acc:HGNC:55988]
13443,CACNA1G-AS1,lncRNA,CACNA1G antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27377]
13444,RNVU1-14,snRNA,"RNA, variant U1 small nuclear 14 [Source:HGNC Symbol;Acc:HGNC:48319]"
13445,,lncRNA,"novel transcript, antisense to C17orf51"
13446,KPNB1-DT,lncRNA,KPNB1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55336]
13447,,lncRNA,"novel transcript, antisense to ARID1A"
13448,UVRAG-DT,lncRNA,UVRAG divergent transcript [Source:HGNC Symbol;Acc:HGNC:53952]
13449,RN7SKP297,misc_RNA,RN7SK pseudogene 297 [Source:HGNC Symbol;Acc:HGNC:46021]
13450,,lncRNA,novel transcript (hCG1660379)
13451,LINC02044,lncRNA,long intergenic non-protein coding RNA 2044 [Source:HGNC Symbol;Acc:HGNC:52884]
13452,RNU7-148P,snRNA,"RNA, U7 small nuclear 148 pseudogene [Source:HGNC Symbol;Acc:HGNC:45682]"
13453,RN7SL165P,misc_RNA,"RNA, 7SL, cytoplasmic 165, pseudogene [Source:HGNC Symbol;Acc:HGNC:46181]"
13454,,lncRNA,"novel transcript, antisense to GRAMD1C"
13455,B3GALT1-AS1,lncRNA,B3GALT1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40089]
13456,,lncRNA,"novel transcript, sense intronic to RP11-500M8.7"
13457,,lncRNA,"novel transcript, antisense to CCDC191"
13458,,lncRNA,"Novel trancript, antisense to CCDC191"
13459,MIR4696,miRNA,microRNA 4696 [Source:HGNC Symbol;Acc:HGNC:41780]
13460,GAU1,lncRNA,GALNT8 antisense upstream 1 [Source:HGNC Symbol;Acc:HGNC:53880]
13461,,lncRNA,new variant
13462,RNY3P13,misc_RNA,RNY3 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:50889]
13463,,lncRNA,"novel transcript, sense intronic to TMCC1"
13464,TMCC1-DT,lncRNA,TMCC1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:49060]
13465,,lncRNA,antisense to TMEM5
13466,DHDDS-AS1,lncRNA,DHDDS antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40925]
13467,LINC02014,lncRNA,long intergenic non-protein coding RNA 2014 [Source:HGNC Symbol;Acc:HGNC:52849]
13468,LINC02021,lncRNA,long intergenic non-protein coding RNA 2021 [Source:HGNC Symbol;Acc:HGNC:52856]
13469,,lncRNA,"novel transcript, antisense to PLS1"
13470,RNU6-87P,snRNA,"RNA, U6 small nuclear 87, pseudogene [Source:HGNC Symbol;Acc:HGNC:47050]"
13471,RNU6-1273P,snRNA,"RNA, U6 small nuclear 1273, pseudogene [Source:HGNC Symbol;Acc:HGNC:48236]"
13472,RNU6-199P,snRNA,"RNA, U6 small nuclear 199, pseudogene [Source:HGNC Symbol;Acc:HGNC:47162]"
13473,RN7SL519P,misc_RNA,"RNA, 7SL, cytoplasmic 519, pseudogene [Source:HGNC Symbol;Acc:HGNC:46535]"
13474,,lncRNA,"novel transcript, antisense to ELMOD3"
13475,LINC02449,lncRNA,long intergenic non-protein coding RNA 2449 [Source:HGNC Symbol;Acc:HGNC:53381]
13476,RNU7-95P,snRNA,"RNA, U7 small nuclear 95 pseudogene [Source:HGNC Symbol;Acc:HGNC:45629]"
13477,,lncRNA,"novel transcript, antisense to CNR2"
13478,MIR378F,miRNA,microRNA 378f [Source:HGNC Symbol;Acc:HGNC:41686]
13479,,lncRNA,"novel transcript, antisense to ZBED5"
13480,ZBED5-AS1,lncRNA,ZBED5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48646]
13481,MIR6090,miRNA,microRNA 6090 [Source:HGNC Symbol;Acc:HGNC:50204]
13482,ETS1-AS1,lncRNA,ETS1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53932]
13483,SENCR,lncRNA,smooth muscle and endothelial cell enriched migration/differentiation-associated lncRNA [Source:HGNC Symbol;Acc:HGNC:44177]
13484,USP2-AS1,lncRNA,USP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48673]
13485,DNM3-IT1,lncRNA,DNM3 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41494]
13486,DNM3OS,lncRNA,DNM3 opposite strand/antisense RNA [Source:HGNC Symbol;Acc:HGNC:41228]
13487,MIR214,miRNA,microRNA 214 [Source:HGNC Symbol;Acc:HGNC:31591]
13488,MIR3120,miRNA,microRNA 3120 [Source:HGNC Symbol;Acc:HGNC:38295]
13489,MIR199A2,miRNA,microRNA 199a-2 [Source:HGNC Symbol;Acc:HGNC:31572]
13490,CCND2-AS1,lncRNA,CCND2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49398]
13491,,lncRNA,"novel transcript, antisense to DNM3"
13492,RNU6-157P,snRNA,"RNA, U6 small nuclear 157, pseudogene [Source:HGNC Symbol;Acc:HGNC:47120]"
13493,RN7SKP55,misc_RNA,RN7SK pseudogene 55 [Source:HGNC Symbol;Acc:HGNC:45779]
13494,RNU6-947P,snRNA,"RNA, U6 small nuclear 947, pseudogene [Source:HGNC Symbol;Acc:HGNC:47910]"
13495,,lncRNA,"novel transcript, antisense to EFCAB2"
13496,RNU6-1089P,snRNA,"RNA, U6 small nuclear 1089, pseudogene [Source:HGNC Symbol;Acc:HGNC:48052]"
13497,RNU6-999P,snRNA,"RNA, U6 small nuclear 999, pseudogene [Source:HGNC Symbol;Acc:HGNC:47962]"
13498,RNU1-132P,snRNA,"RNA, U1 small nuclear 132, pseudogene [Source:HGNC Symbol;Acc:HGNC:48474]"
13499,KIF26B-AS1,lncRNA,KIF26B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41098]
13500,MIR5001,miRNA,microRNA 5001 [Source:HGNC Symbol;Acc:HGNC:43462]
13501,RN7SL359P,misc_RNA,"RNA, 7SL, cytoplasmic 359, pseudogene [Source:HGNC Symbol;Acc:HGNC:46375]"
13502,,lncRNA,"novel transcript, antisense to FAR2"
13503,RNU6-997P,snRNA,"RNA, U6 small nuclear 997, pseudogene [Source:HGNC Symbol;Acc:HGNC:47960]"
13504,MIR3682,miRNA,microRNA 3682 [Source:HGNC Symbol;Acc:HGNC:38916]
13505,CCDC39-AS1,lncRNA,CCDC39 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41089]
13506,RN7SL229P,misc_RNA,"RNA, 7SL, cytoplasmic 229, pseudogene [Source:HGNC Symbol;Acc:HGNC:46245]"
13507,RNU6-4P,snRNA,"RNA, U6 small nuclear 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:34253]"
13508,LINC00592,lncRNA,long intergenic non-protein coding RNA 592 [Source:HGNC Symbol;Acc:HGNC:27474]
13509,LINC02874,lncRNA,long intergenic non-protein coding RNA 2874 [Source:HGNC Symbol;Acc:HGNC:27473]
13510,KRT7-AS,lncRNA,KRT7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52643]
13511,,lncRNA,"novel transcript, antisense to KRT86"
13512,MIR4430,miRNA,microRNA 4430 [Source:HGNC Symbol;Acc:HGNC:41646]
13513,,lncRNA,"novel transcript, antisense to KRT84 and KRT82"
13514,,lncRNA,"novel transcript, antisense to CLDN18"
13515,,lncRNA,"novel transcript, antisense to KRT75 and KRT82"
13516,RN7SL113P,misc_RNA,"RNA, 7SL, cytoplasmic 113, pseudogene [Source:HGNC Symbol;Acc:HGNC:46129]"
13517,RN7SL251P,misc_RNA,"RNA, 7SL, cytoplasmic 251, pseudogene [Source:HGNC Symbol;Acc:HGNC:46267]"
13518,RN7SL126P,misc_RNA,"RNA, 7SL, cytoplasmic 126, pseudogene [Source:HGNC Symbol;Acc:HGNC:46142]"
13519,KRT73-AS1,lncRNA,KRT73 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49607]
13520,MIR4698,miRNA,microRNA 4698 [Source:HGNC Symbol;Acc:HGNC:41867]
13521,,lncRNA,"novel transcript, antisense to FAM113B"
13522,LINC02416,lncRNA,long intergenic non-protein coding RNA 2416 [Source:HGNC Symbol;Acc:HGNC:53345]
13523,MIR4494,miRNA,microRNA 4494 [Source:HGNC Symbol;Acc:HGNC:41731]
13524,,lncRNA,"novel transcript, antisense to EED"
13525,RN7SL145P,misc_RNA,"RNA, 7SL, cytoplasmic 145, pseudogene [Source:HGNC Symbol;Acc:HGNC:46161]"
13526,BMAL2-AS1,lncRNA,BMAL2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49892]
13527,,lncRNA,"novel transcript, sense intronic to CCDC92"
13528,,lncRNA,"novel transcript, antisense to METAP1D"
13529,,lncRNA,novel protein (LOC728009)
13530,HAGLROS,lncRNA,HAGLR opposite strand lncRNA [Source:HGNC Symbol;Acc:HGNC:50646]
13531,LINC01121,lncRNA,long intergenic non-protein coding RNA 1121 [Source:HGNC Symbol;Acc:HGNC:49266]
13532,MIR6880,miRNA,microRNA 6880 [Source:HGNC Symbol;Acc:HGNC:50187]
13533,EIF2AK3-DT,lncRNA,EIF2AK3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54066]
13534,LINC01614,lncRNA,long intergenic non-protein coding RNA 1614 [Source:HGNC Symbol;Acc:HGNC:51847]
13535,LINC01886,lncRNA,long intergenic non-protein coding RNA 1886 [Source:HGNC Symbol;Acc:HGNC:52705]
13536,LINC00299,lncRNA,long intergenic non-protein coding RNA 299 [Source:HGNC Symbol;Acc:HGNC:27940]
13537,LINC01102,lncRNA,long intergenic non-protein coding RNA 1102 [Source:HGNC Symbol;Acc:HGNC:27165]
13538,LINC00471,lncRNA,long intergenic non-protein coding RNA 471 [Source:HGNC Symbol;Acc:HGNC:28668]
13539,FN1-DT,lncRNA,FN1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55775]
13540,LINC01833,lncRNA,long intergenic non-protein coding RNA 1833 [Source:HGNC Symbol;Acc:HGNC:52644]
13541,GBX2-AS1,lncRNA,GBX2 and ASB18 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55714]
13542,ACTR3-AS1,lncRNA,ACTR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53965]
13543,LAPTM4A-DT,lncRNA,LAPTM4A divergent transcript [Source:HGNC Symbol;Acc:HGNC:54382]
13544,IDH1-AS1,lncRNA,IDH1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40292]
13545,BOLA3-DT,lncRNA,BOLA3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:42922]
13546,LINC01090,lncRNA,long intergenic non-protein coding RNA 1090 [Source:HGNC Symbol;Acc:HGNC:49201]
13547,LINC01877,lncRNA,long intergenic non-protein coding RNA 1877 [Source:HGNC Symbol;Acc:HGNC:52696]
13548,CAVIN2-AS1,lncRNA,CAVIN2 and TMEFF2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40517]
13549,,lncRNA,"novel transcript, antisense to STK25"
13550,,lncRNA,"novel transcript, antisense to MLPH"
13551,LINC01936,lncRNA,long intergenic non-protein coding RNA 1936 [Source:HGNC Symbol;Acc:HGNC:52759]
13552,,lncRNA,"novel transcript, sense intronic to ZNF638"
13553,,lncRNA,"novel transcript, sense intronic to ATL2"
13554,,lncRNA,"novel transcript, sense intronic to MGAT5"
13555,,lncRNA,"novel transcript, sense intronic to PPM1B"
13556,LINC02478,lncRNA,long intergenic non-protein coding RNA 2478 [Source:HGNC Symbol;Acc:HGNC:53446]
13557,PDE11A-AS1,lncRNA,PDE11A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40433]
13558,,lncRNA,"novel transcript, sense intronic to PDE11A"
13559,RNU6-629P,snRNA,"RNA, U6 small nuclear 629, pseudogene [Source:HGNC Symbol;Acc:HGNC:47592]"
13560,,lncRNA,"novel transcript, antisense to ADCY5"
13561,RNU5E-9P,snRNA,"RNA, U5E small nuclear 9, pseudogene [Source:HGNC Symbol;Acc:HGNC:42532]"
13562,,lncRNA,"novel transcript, sense intronic to MAP4K4"
13563,LINC01143,lncRNA,long intergenic non-protein coding RNA 1143 [Source:HGNC Symbol;Acc:HGNC:49458]
13564,ATP6V1B1-AS1,lncRNA,ATP6V1B1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51118]
13565,RN7SL160P,misc_RNA,"RNA, 7SL, cytoplasmic 160, pseudogene [Source:HGNC Symbol;Acc:HGNC:46176]"
13566,,lncRNA,"novel transcript, antisense to PRPF40B"
13567,,lncRNA,"novel transcript, antisense to NAGK"
13568,RNU6-1301P,snRNA,"RNA, U6 small nuclear 1301, pseudogene [Source:HGNC Symbol;Acc:HGNC:48264]"
13569,RNU6-834P,snRNA,"RNA, U6 small nuclear 834, pseudogene [Source:HGNC Symbol;Acc:HGNC:47797]"
13570,,lncRNA,"novel transcript, antisense to LRRFIP2"
13571,RNA5SP129,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 129 [Source:HGNC Symbol;Acc:HGNC:43029]"
13572,RNU6-230P,snRNA,"RNA, U6 small nuclear 230, pseudogene [Source:HGNC Symbol;Acc:HGNC:47193]"
13573,MIR5092,miRNA,microRNA 5092 [Source:HGNC Symbol;Acc:HGNC:43467]
13574,RNU6-232P,snRNA,"RNA, U6 small nuclear 232, pseudogene [Source:HGNC Symbol;Acc:HGNC:47195]"
13575,FGD5-AS1,lncRNA,FGD5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40410]
13576,,lncRNA,"novel transcript, antisense to MCEE"
13577,XXYLT1-AS1,lncRNA,XXYLT1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41153]
13578,MIR3137,miRNA,microRNA 3137 [Source:HGNC Symbol;Acc:HGNC:38263]
13579,RN7SL36P,misc_RNA,"RNA, 7SL, cytoplasmic 36, pseudogene [Source:HGNC Symbol;Acc:HGNC:46052]"
13580,RNU6-25P,snRNA,"RNA, U6 small nuclear 25, pseudogene [Source:HGNC Symbol;Acc:HGNC:34251]"
13581,,lncRNA,"novel transcript, antisense to XXYLT1"
13582,ACAP2-IT1,lncRNA,ACAP2 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41426]
13583,HOXC13-AS,lncRNA,HOXC13 antisense RNA [Source:HGNC Symbol;Acc:HGNC:43753]
13584,HOXC-AS3,lncRNA,HOXC cluster antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:43751]
13585,RNU6ATAC24P,snRNA,"RNA, U6atac small nuclear 24, pseudogene [Source:HGNC Symbol;Acc:HGNC:46923]"
13586,RN7SL73P,misc_RNA,"RNA, 7SL, cytoplasmic 73, pseudogene [Source:HGNC Symbol;Acc:HGNC:46089]"
13587,MIR196A2,miRNA,microRNA 196a-2 [Source:HGNC Symbol;Acc:HGNC:31568]
13588,HOXC-AS2,lncRNA,HOXC cluster antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:43750]
13589,HOXC-AS1,lncRNA,HOXC cluster antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43749]
13590,MIR615,miRNA,microRNA 615 [Source:HGNC Symbol;Acc:HGNC:32871]
