gwas_trait,mesh,similarity
X-11491 levels,"Isophane Insulin, Human",0.7753520011901855
HWESASXX levels,Peptide YY,0.8488499522209167
X-11529 levels,Menthol,0.7857683300971985
X-11538 levels,Menthol,0.7886292338371277
X-11593--O-methylascorbate levels,Dehydroascorbic Acid,0.8459721803665161
X-11786--methylcysteine levels,"Creatine Kinase, MM Form",0.8544753789901733
X-11792 levels,"Creatine Kinase, MM Form",0.7882230877876282
X-12063 levels,"Isophane Insulin, Human",0.788439929485321
Palmitoleate 16:1n7 levels,"Fatty Acids, Monounsaturated",0.8696109652519226
X-12092 levels,"Isophane Insulin, Human",0.7885622382164001
3-dehydrocarnitine levels,Dehydroascorbic Acid,0.8897312879562378
X-03056--N-[3- 2-Oxopyrrolidin-1-yl propyl]acetamide levels,Hydroxymethylglutaryl-CoA Reductase Inhibitors,0.842825710773468
"X-11445--5-alpha-pregnan-3beta,20alpha-disulfate levels",Hydroxymethylglutaryl-CoA Reductase Inhibitors,0.8355239629745483
X-11469 levels,"Creatine Kinase, MM Form",0.7791183590888977
COVID-19 (severe vs population) x multiple deprivation index interaction (joint test),"Creatine Kinase, MM Form",0.8306282758712769
COVID-19 (severe vs population) x sex interaction (joint test),"Creatine Kinase, MM Form",0.8469231128692627
COVID-19 (severe vs population) x multiple deprivation index interaction,"Obesity, Morbid",0.8300787210464478
COVID-19 (severe vs population) x cardiometabolic health status interaction (joint test),"Diabetes Mellitus, Lipoatrophic",0.8559696674346924
COVID-19 (severe vs population) x cardiometabolic health status interaction,"Obesity, Metabolically Benign",0.8658983111381531
COVID-19 (severe vs population) x sex interaction,"Creatine Kinase, MM Form",0.8495358228683472
Margarate 17:0 levels,Vitamin B Complex,0.8615488409996033
"X-04499--3,4-dihydroxybutyrate levels",Hydroxymethylglutaryl-CoA Reductase Inhibitors,0.8554882407188416
X-18601 levels,Menthol,0.8393402099609375
X-03094 levels,"Creatine Kinase, MM Form",0.7810575366020203
Stearate 18:0 levels,"Fatty Acids, Essential",0.8684812188148499
3-phenylpropionate hydrocinnamate levels,Diethylhexyl Phthalate,0.9060996770858765
ADSGEGDFXAEGGGVR-to-ADpSGEGDFXAEGGGVR ratio,Glycogen Debranching Enzyme System,0.7499188184738159
"Androsterone sulfate-to-4-androsten-3beta,17beta-diol disulfate 2 ratio",Cholesterol 7-alpha-Hydroxylase,0.8504968881607056
Androsterone sulfate-to-epiandrosterone sulfate ratio,Hydroxymethylglutaryl-CoA Reductase Inhibitors,0.8423489332199097
Arachidonate 20:4n6-to-1-arachidonoylglycerophosphoinositol ratio,Lysophosphatidylcholines,0.8643375039100647
Aspartylphenylalanine-to-X-14450--phenylalanylleucine ratio,Lysergic Acid Diethylamide,0.8442574739456177
Betaine-to-pyroglutamine ratio,Pyridoxine,0.8760668039321899
C-glycosyltryptophan-to-succinylcarnitine ratio,Hydroxymethylglutaryl-CoA Reductase Inhibitors,0.8663700222969055
Carnitine-to-X-12798 ratio,"Isophane Insulin, Human",0.8598518371582031
"DHEA-S-to-4-androsten-3beta,17beta-diol disulfate 2 ratio",Cholesterol 7-alpha-Hydroxylase,0.8507489562034607
Docosapentaenoate n3 DPA; 22:5n3-to-X-12627 ratio,"Fatty Acids, Nonesterified",0.8408779501914978
DSGEGDFXAEGGGVR-to-ADpSGEGDFXAEGGGVR ratio,Glycogen Debranching Enzyme System,0.7576711177825928
Glucose-to-mannose ratio,Glucose,0.8540775179862976
Hexanoylcarnitine-to-octanoylcarnitine ratio,Carnitine O-Palmitoyltransferase,0.8606435060501099
Isoleucine-to-X-11529 ratio,"Isophane Insulin, Human",0.8623595833778381
Lysine-to-glutaroyl carnitine ratio,Carnitine O-Palmitoyltransferase,0.8786517977714539
Myristate 14:0-to-myristoleate 14:1n5 ratio,Stearoyl-CoA Desaturase,0.857887327671051
Octanoylcarnitine-to-X-13435 ratio,Lysergic Acid Diethylamide,0.8664666414260864
Phosphate-to-erythronate ratio,Thiamine Pyrophosphate,0.8806426525115967
Propionylcarnitine-to-isovalerylcarnitine ratio,Carnitine O-Palmitoyltransferase,0.8678499460220337
Urate-to-histidine ratio,"Creatine Kinase, MM Form",0.8693602085113525
Valine-to-proline ratio,Glutamic Acid,0.8246026039123535
X-08402-to-cholesterol ratio,"Receptors, LDL",0.8596986532211304
X-10510-to-palmitoyl sphingomyelin ratio,Lysergic Acid Diethylamide,0.8464819192886353
X-11315-to-pyroglutamine ratio,Pyridoxamine,0.8663873672485352
"X-11440-to-4-androsten-3beta,17beta-diol disulfate 2 ratio",Hydroxymethylglutaryl-CoA Reductase Inhibitors,0.8412535786628723
X-11444-to-X-11470 ratio,"Creatine Kinase, MM Form",0.7967769503593445
X-12095--N1-methyl-3-pyridone-4-carboxamide-to-X-12844 ratio,Hydroxymethylglutaryl-CoA Reductase Inhibitors,0.833968997001648
X-12798-to-phenylalanine ratio,"Creatine Kinase, MM Form",0.8416116833686829
X-13215-to-X-13671 ratio,"Isophane Insulin, Human",0.7822996973991394
X-14205--alpha-glutamyltyrosine levels,"Creatine Kinase, MM Form",0.8505377173423767
X-14208--phenylalanylserine levels,"Isophane Insulin, Human",0.8416430950164795
X-14304--leucylalanine levels,"Creatine Kinase, MM Form",0.8587497472763062
X-14625 levels,Peptide YY,0.7935771346092224
Octadecanedioate levels,Tocotrienols,0.8370427489280701
"4-androsten-3beta,17beta-diol disulfate 2 levels",Cholesterol 7-alpha-Hydroxylase,0.840314507484436
10-undecenoate 11:1n1-to-X-11438 ratio,"Diterpenes, Clerodane",0.8406475186347961
3- 4-hydroxyphenyl lactate-to-alpha-hydroxyisovalerate ratio,Hydroxymethylglutaryl-CoA Reductase Inhibitors,0.8675174117088318
4-acetamidobutanoate-to-X-03056--N-[3-(2-Oxopyrrolidin-1-yl)propyl]acetamide ratio,Hydroxymethylglutaryl-CoA Reductase Inhibitors,0.8466782569885254
X-13429 levels,"Isophane Insulin, Human",0.7860620617866516
X-13431--nonanoylcarnitine levels,gamma-Tocopherol,0.867990255355835
X-13435 levels,Peptide YY,0.7871707081794739
X-13477 levels,"Isophane Insulin, Human",0.7900426983833313
Hydroxyisovaleroyl carnitine levels,Hydroxycholecalciferols,0.8845217227935791
Glutaroyl carnitine levels,Carnitine,0.9118868708610535
X-13671 levels,"Isophane Insulin, Human",0.7900972962379456
1-palmitoylglycerophosphoethanolamine levels,Monoacylglycerol Lipases,0.8702125549316406
Dihomo-linolenate 20:3n3 or n6 levels,"Diterpenes, Kaurane",0.8416245579719543
X-14189--leucylalanine levels,"Creatine Kinase, MM Form",0.8426331281661987
Tongue microbiota abundance (Prevotella_buccalis_SGB_3005),Fecal Microbiota Transplantation,0.8588727116584778
Tongue microbiota abundance (Prevotella_denticola_SGB_3531),Fecal Microbiota Transplantation,0.8637257814407349
Tongue microbiota abundance (Prevotella_jejuni_SGB_2431),Fecal Microbiota Transplantation,0.8557326197624207
Tongue microbiota abundance (Prevotella_sp000599605_SGB_134),Fecal Microbiota Transplantation,0.8351909518241882
Tongue microbiota abundance (Prevotella_veroralis_SGB_161),Fecal Microbiota Transplantation,0.8659824728965759
Tongue microbiota abundance (Prevotella_unclassified_SGB_144),Fecal Microbiota Transplantation,0.8646803498268127
Tongue microbiota abundance (Solobacterium_unclassified_SGB_315),Fecal Microbiota Transplantation,0.8613988757133484
Tongue microbiota abundance (Streptococcus_unclassified_SGB_2253),Fecal Microbiota Transplantation,0.8528314232826233
Tongue microbiota abundance (Streptococcus_unclassified_SGB_3019),Fecal Microbiota Transplantation,0.8526189923286438
Tongue microbiota abundance (Oribacterium_unclassified_SGB_1215),Fecal Microbiota Transplantation,0.8589630722999573
Tongue microbiota abundance (Oribacterium_unclassified_SGB_3339),Fecal Microbiota Transplantation,0.8595137596130371
Tongue microbiota abundance (Oribacterium_unclassified_SGB_489),Fecal Microbiota Transplantation,0.8623316884040833
Tongue microbiota abundance (F0422_unclassified_SGB_392),Fecal Microbiota Transplantation,0.8471227288246155
Tongue microbiota abundance (Veillonella_unclassified_SGB_1075),Fecal Microbiota Transplantation,0.854259192943573
Tongue microbiota abundance (Veillonella_unclassified_SGB_3585),Fecal Microbiota Transplantation,0.8583292961120605
Tongue microbiota abundance (Fusobacterium_unclassified_SGB_1140),Fecal Microbiota Transplantation,0.8645278215408325
Tongue microbiota abundance (Neisseria_flavescens_SGB_3307),Fecal Microbiota Transplantation,0.8545481562614441
Tongue microbiota abundance (Neisseria_unclassified_SGB_1962),Fecal Microbiota Transplantation,0.8523643016815186
Tongue microbiota abundance (Neisseria_unclassified_SGB_3316),Fecal Microbiota Transplantation,0.8482291102409363
Anti-Toxoplasma gondii IgG levels,Immunoglobulin Gm Allotypes,0.8564411401748657
Anti-beta-casein IgG levels,Insulin Antibodies,0.8820956349372864
Anti-Epstein Barr IgG levels,"Immunoglobulin A, Secretory",0.8802743554115295
Anti-feline herpes IgG levels,"Immunoglobulin A, Secretory",0.8631134033203125
Anti-influenza subtype H1N1 IgG levels,"Anti-Inflammatory Agents, Non-Steroidal",0.8312238454818726
Anti-influenza subtype H3N2 IgG levels,Immunoglobulin Gm Allotypes,0.8364509344100952
Anti-saccharomyces cerevisiae IgA levels,Lipopolysaccharides,0.8324681520462036
Interleukin-12 subunit beta levels,Protein Kinase C-theta,0.8747475743293762
Latency-associated peptide transforming growth factor beta 1 levels,Transforming Growth Factor beta2,0.8859438300132751
Neurotrophin-3 levels,Perilipin-1,0.8807163238525391
Adenosine Deaminase levels,Creatine Kinase,0.8842925429344177
C-C motif chemokine 19 levels,"Chemokines, CXC",0.9030564427375793
CD40L receptor levels,"Receptors, LDL",0.8665783405303955
T-cell surface glycoprotein CD6 isoform levels,Immunoglobulin Gm Allotypes,0.8413205146789551
CUB domain-containing protein 1 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.890113115310669
Fms-related tyrosine kinase 3 ligand levels,TNF-Related Apoptosis-Inducing Ligand,0.8431359529495239
C-X-C motif chemokine 5 levels,"Chemokines, CXC",0.8876404762268066
Fibroblast growth factor 21 levels,Transforming Growth Factor beta3,0.9099841117858887
Glial cell line-derived neurotrophic factor levels,Vascular Endothelial Growth Factor A,0.8631228804588318
Serum folate levels,Folic Acid,0.8825621008872986
Isoleucylleucine/leucylisoleucine levels,"Fatty Acids, Monounsaturated",0.8052271604537964
Linoleoyl ethanolamide levels,Lysergic Acid Diethylamide,0.8943357467651367
Linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2] levels,Stearoyl-CoA Desaturase,0.837300717830658
Gamma-glutamylcitrulline (X-24449) levels,Lysergic Acid Diethylamide,0.870497465133667
Gamma-glutamylisoleucine levels,Glutamic Acid,0.9010078310966492
Dodecanedioate levels,Dehydroascorbic Acid,0.8441379070281982
Dopamine sulfate (2) levels,Protein Disulfide Reductase (Glutathione),0.873012900352478
Eicosanodioate levels,Eicosanoids,0.8812558650970459
Ethyl beta-glucopyranoside (X-23314) levels,Uridine Diphosphate Glucuronic Acid,0.8659679293632507
Hydroxy-cmpf (X-02269) levels,"Isophane Insulin, Human",0.8627981543540955
Hexadecenedioate (c16:1-dc) (X-11905) levels,Diethylhexyl Phthalate,0.8387085199356079
Glucuronide of piperine metabolite c17h21no3 (4) (X-01911) levels,Hydroxymethylglutaryl-CoA Reductase Inhibitors,0.8557174205780029
Migraine or type 2 diabetes,Migraine Disorders,0.9035709500312805
Headache or type 2 diabetes,Headache,0.8829908967018127
6-oxopiperidine-2-carboxylic acid levels,"Amino Acids, Dicarboxylic",0.8630428910255432
Cystathionine levels,Homocystinuria,0.885880708694458
Cysteine levels,Cholesterol,0.8719823360443115
Cysteine sulfinic acid levels,Glutamic Acid,0.8924646973609924
C-glycosyltryptophan levels,Glycosylation,0.8880256414413452
Chenodeoxycholate levels,alpha-Tocopherol,0.8653873205184937
Cholate levels,Cholesterol,0.8898314833641052
Adipoylcarnitine levels,Carnitine,0.8937846422195435
Allantoin levels,Aspartame,0.8624910116195679
Alpha-hydroxyisocaproate levels,Dehydroascorbic Acid,0.8867732286453247
Alpha-tocopherol levels,alpha-Tocopherol,0.9699914455413818
7-methylxanthine levels,"Creatine Kinase, Mitochondrial Form",0.8496382832527161
Cortisone levels,Aspartame,0.8764556646347046
Docosahexaenoate (DHA; 22:6n3) levels,Stearoyl-CoA Desaturase,0.8535992503166199
Eicosapentaenoate (EPA; 20:5n3) levels,"Fatty Acids, Omega-6",0.8567231893539429
Dehydroisoandrosterone sulfate (dhea-s) levels,Dehydroascorbic Acid,0.8906645774841309
Deoxycholate levels,Folic Acid,0.871236264705658
dihydroferulic acid levels,Dehydroascorbic Acid,0.8914743065834045
Erucate (22:1n9) levels,"Diterpenes, Clerodane",0.8443768620491028
1-(1-enyl-palmitoyl)-GPE (p-16:0) levels,Stearoyl-CoA Desaturase,0.8379907608032227
1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPC (p-18:0/22:6) levels,Stearoyl-CoA Desaturase,0.8558840155601501
1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (p-18:0/22:6) levels,Stearoyl-CoA Desaturase,0.8546358346939087
1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPE (p-16:0/22:6) levels,Stearoyl-CoA Desaturase,0.85627281665802
1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (p-16:0/18:2) levels,Stearoyl-CoA Desaturase,0.8411123752593994
1-margaroyl-GPC (17:0) levels,"Diterpenes, Kaurane",0.8654762506484985
1-eicosenoyl-GPC (20:1) levels,Stearoyl-CoA Desaturase,0.8486276865005493
1-linolenoyl-GPC (18:3) levels,Stearoyl-CoA Desaturase,0.859819233417511
1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6) levels,Stearoyl-CoA Desaturase,0.8454933166503906
1-methylnicotinamide levels,Lysergic Acid Diethylamide,0.8949486017227173
1-methylurate levels,Phenylthiourea,0.8932827711105347
1-methylxanthine levels,"Creatine Kinase, Mitochondrial Form",0.8467931151390076
1-myristoyl-2-palmitoyl-gpc (14:0/16:0) levels,Stearoyl-CoA Desaturase,0.8568251729011536
1-nonadecanoyl-GPC (19:0) levels,"Fatty Acids, Monounsaturated",0.8425031900405884
1-oleoyl-2-linoleoyl-glycerol (18:1/18:2) levels,Stearoyl-CoA Desaturase,0.828185498714447
1-oleoyl-3-linoleoyl-glycerol (18:1/18:2) levels,Stearoyl-CoA Desaturase,0.833234965801239
Phosphate levels,"Phosphorus, Dietary",0.8882874250411987
Phosphoethanolamine levels,Epinephrine,0.8622391819953918
Piperine levels,Niacin,0.9043278694152832
Otosclerosis,Steatorrhea,0.8709836006164551
Response to antidepressants in major depressive disorder,Anxiety Disorders,0.842901885509491
1-arachidoyl-GPC (20:0) levels,Dehydroascorbic Acid,0.8560360074043274
X-11334 levels,Peptide YY,0.7665915489196777
X-11537 levels,Peptide YY,0.7903635501861572
X-11540 levels,Menthol,0.7851425409317017
X-11549 levels,"Isophane Insulin, Human",0.7761838436126709
X-11564 levels,Menthol,0.7714075446128845
X-11593 levels,"Creatine Kinase, MM Form",0.7739046216011047
X-12170 levels,Peptide YY,0.8050420880317688
X-12206 levels,"Creatine Kinase, MM Form",0.7788953185081482
X-12221 levels,Peptide YY,0.7747543454170227
X-12231 levels,Peptide YY,0.7976035475730896
X-12339 levels,Peptide YY,0.807733416557312
X-12442 levels,Peptide YY,0.8070296049118042
X-12472 levels,"Isophane Insulin, Human",0.7924016714096069
X-12511 levels,Peptide YY,0.8125302195549011
X-12544 levels,Peptide YY,0.81965571641922
X-11849 levels,"Isophane Insulin, Human",0.7881896495819092
X-11905 levels,"Isophane Insulin, Human",0.7809686064720154
X-12013 levels,Peptide YY,0.7816886901855469
X-11429 levels,Menthol,0.7856740355491638
X-11438 levels,Menthol,0.7897997498512268
X-11440 levels,Menthol,0.7834314703941345
X-11441 levels,Menthol,0.7778202891349792
X-11485 levels,"Isophane Insulin, Human",0.7777864933013916
X-12126 levels,Peptide YY,0.7885459661483765
Resting-state network 3 amplitude (Attention),Insulin Aspart,0.8359267115592957
Resting-state network 14 temporal synchrony (Salience),Cortical Spreading Depression,0.8530669212341309
Resting-state network 7 amplitude (Limbic default mode network),"Creatine Kinase, MM Form",0.8476923108100891
Resting-state network 10 amplitude (Motor),Protein Kinase C-theta,0.8376476168632507
Resting-state network 12 amplitude (Motor),Protein Kinase C-theta,0.8368818163871765
Resting-state network 2 amplitude (blood oxygenation level dependent) (Visual),"Hypoxia-Ischemia, Brain",0.8502753973007202
Resting-state network 20 amplitude (Precuneal default mode network),Cortical Spreading Depression,0.8358765840530396
Resting-state network 3 amplitude (blood oxygenation level dependent) (Attention),"Hypoxia-Ischemia, Brain",0.8441022634506226
Resting-state network 1 temporal synchrony (Default mode network),Cortical Spreading Depression,0.8513475656509399
Resting-state network 10 temporal synchrony (Motor),Cortical Spreading Depression,0.8362578749656677
Resting-state network 5 amplitude (blood oxygenation level dependent) (Fronto-parietal),"Hypoxia-Ischemia, Brain",0.8282780051231384
Resting-state network 1 amplitude (Default mode network),"Creatine Kinase, MM Form",0.851987898349762
Resting-state network 18 temporal synchrony (Subcortical),Cortical Spreading Depression,0.8632736206054688
Resting-state network 1 amplitude (blood oxygenation level dependent) (Default mode network),"Hypoxia-Ischemia, Brain",0.8474920988082886
Resting-state network 14 amplitude (Salience),"Creatine Kinase, MM Form",0.8492708206176758
Resting-state network 12 temporal synchrony (Motor),Cortical Spreading Depression,0.8330785036087036
Resting-state network 15 amplitude (blood oxygenation level dependent) (Cerebellum),Cerebral Angiography,0.8446506857872009
Resting-state network 16 amplitude (blood oxygenation level dependent) (Executive control),"Hypoxia-Ischemia, Brain",0.8476695418357849
Resting-state network 17 amplitude (blood oxygenation level dependent) (Auditory),"Hypoxia-Ischemia, Brain",0.8447040319442749
Resting-state network 18 amplitude (blood oxygenation level dependent) (Subcortical),"Hypoxia-Ischemia, Brain",0.8482750654220581
Resting-state network 20 amplitude (blood oxygenation level dependent) (Precuneal default mode network),CASP8 and FADD-Like Apoptosis Regulating Protein,0.8361901640892029
Resting-state network 21 amplitude (blood oxygenation level dependent) (Language),"Hypoxia-Ischemia, Brain",0.8477583527565002
Opioid addiction (multi-trait analysis),"Desensitization, Psychologic",0.8729087114334106
Asthma in gastrointestinal disease,Gastrointestinal Diseases,0.9261777997016907
Asthma in lymphoma,Plasmablastic Lymphoma,0.8813034892082214
Asthma in muscoskeletal disease,"Asthma, Exercise-Induced",0.8625660538673401
Ankyrin repeat domain-containing protein 27 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.9036089777946472
Anthrax toxin receptor 2 levels,Perilipin-1,0.8549942970275879
Annexin A10 levels,Perilipin-1,0.8596917390823364
Annexin A11 levels,Perilipin-1,0.8749977350234985
Annexin A13 levels,Perilipin-1,0.8758795261383057
Annexin A1 levels,Catalase,0.8727987408638
Annexin A4 levels,Perilipin-1,0.8737136125564575
Annexin A5 levels,Perilipin-1,0.8785180449485779
Surgical hip osteoarthritis,Osteomalacia,0.8537741303443909
Non-surgical hip osteoarthritis,Osteomalacia,0.8311736583709717
Surgical knee osteoarthritis,Osteomalacia,0.8521155714988708
Non-surgical knee osteoarthritis,Osteomalacia,0.8263916373252869
Pancreatic lipase-related protein 2 levels,Pregnancy-Associated Plasma Protein-A,0.8996455669403076
Pancreatic triacylglycerol lipase levels,Monoacylglycerol Lipases,0.8942190408706665
Prostatic acid phosphatase levels,Hypophosphatasia,0.8712286353111267
Paralemmin-1 levels,Perilipin-1,0.9190124273300171
Mono [ADP-ribose] polymerase PARP16 levels,Fructose-Bisphosphate Aldolase,0.88102787733078
Alpha-parvin levels,Aspartame,0.8988084197044373
Prostate and testis expressed protein 1 levels,Pregnancy-Associated Plasma Protein-A,0.8574423789978027
Prostate and testis expressed protein 4 levels,Pregnancy-Associated Plasma Protein-A,0.8499116897583008
PRKC apoptosis WT1 regulator protein levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.9020609259605408
Paired box protein Pax-4 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.872421383857727
PAX-interacting protein 1 levels,Perilipin-1,0.8913246393203735
Protein polybromo-1 levels,Perilipin-1,0.8902842998504639
Probable RNA-binding protein 19 levels,Perilipin-1,0.8719555735588074
Probable RNA-binding protein 23 levels,Perilipin-1,0.8697794675827026
Probable RNA-binding protein 46 levels,Pregnancy-Associated Plasma Protein-A,0.8648927807807922
"Alkaline phosphatase, placental type levels","Hypophosphatemia, Familial",0.8746940493583679
Alanine aminotransferase 1 levels,Carnitine Acyltransferases,0.8613761067390442
Amphoterin-induced protein 2 levels,X-Linked Inhibitor of Apoptosis Protein,0.8559368848800659
Aminopeptidase N levels,Protein Kinase C-delta,0.8797548413276672
AMP Kinase (alpha2beta2gamma1) levels,Protein Kinase C-epsilon,0.9076431393623352
Amyloid beta A4 protein levels,Serum Amyloid A Protein,0.9324668049812317
Acidic leucine-rich nuclear phosphoprotein 32 family member A levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.8914470076560974
Angiopoietin-2 levels,Adiponectin,0.8649991154670715
Angiopoietin-related protein 1 levels,Insulin-Like Growth Factor Binding Protein 4,0.8785607814788818
Angiopoietin-related protein 3 levels,Insulin-Like Growth Factor Binding Protein 4,0.8755224347114563
Angiopoietin-related protein 4 levels,Insulin-Like Growth Factor Binding Protein 4,0.877153754234314
Angiopoietin-related protein 7 levels,Insulin-Like Growth Factor Binding Protein 4,0.8755608201026917
Anosmin-1 levels,Perilipin-1,0.9092463254928589
RBC levels of Pyruvate (uM),"Creatine Kinase, Mitochondrial Form",0.8741641044616699
Annexin A6 levels,Perilipin-1,0.8769155144691467
Arsenite methyltransferase levels,Acyltransferases,0.8709208965301514
Ankyrin repeat and SOCS box protein 9 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.9133995771408081
Activating signal cointegrator 1 complex subunit 1 levels,Protein Kinase C-theta,0.882279098033905
Histone chaperone ASF1A levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.8675638437271118
Asialoglycoprotein receptor 1 levels,"Collagen Type I, alpha 1 Chain",0.85025954246521
Histone-lysine N-methyltransferase ASH1L levels,Carnitine O-Acetyltransferase,0.8719529509544373
Acid-sensing ion channel 4 levels,Protein Kinase C-delta,0.8744016885757446
Sphingomyelin phosphodiesterase levels,"Glycogen Phosphorylase, Muscle Form",0.8759132027626038
ATPase ASNA1 levels,Protein Kinase C-delta,0.8536961674690247
Aspartyl/asparaginyl beta-hydroxylase levels,Hydroxymethylglutaryl-CoA Reductase Inhibitors,0.8991087079048157
Asporin levels,Aspartame,0.9121062755584717
Alpha-synuclein levels,Serum Amyloid A Protein,0.841099739074707
Manganese-transporting ATPase 13A1 levels,Copper-Transporting ATPases,0.8893989324569702
Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 levels,"Mitochondrial ADP, ATP Translocases",0.8620665073394775
ATPase family AAA domain-containing protein 1 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.8825761079788208
Cyclic AMP-dependent transcription factor ATF-6 alpha levels,Protein Kinase C-alpha,0.8986824750900269
Phospholipase D3 levels,Protein Kinase C beta,0.8867807984352112
Armadillo repeat-containing protein 10 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.885111391544342
Armadillo repeat-containing protein 5 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.8824710249900818
Arylsulfatase K levels,Protein Kinase C-delta,0.8780350685119629
Arylamine N-acetyltransferase 1 levels,Choline O-Acetyltransferase,0.9358996152877808
Cyclic AMP-dependent transcription factor ATF-6 beta levels,Protein Kinase C-alpha,0.8996214270591736
ADAMTS-like protein 1 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.8903288841247559
ADAMTS-like protein 2 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.8923962712287903
Copper transport protein ATOX1 levels,Perilipin-1,0.8622804284095764
"ATP synthase subunit beta, mitochondrial levels","Creatine Kinase, Mitochondrial Form",0.8875747919082642
"ATP synthase subunit f, mitochondrial levels","Creatine Kinase, Mitochondrial Form",0.8888383507728577
ATP-dependent DNA helicase Q1 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.8745009303092957
ATP-dependent RNA helicase A levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.875735342502594
Plakophilin-2 levels,Perilipin-1,0.8999410271644592
Plastin-2 levels,Perilipin-1,0.9213114380836487
Plasmin levels,Fibrinolysis,0.8946137428283691
"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 levels",Class I Phosphatidylinositol 3-Kinases,0.9185276031494141
"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2 levels",Class I Phosphatidylinositol 3-Kinases,0.9185105562210083
Attractin levels,Niacin,0.8968254327774048
Ataxin-3 levels,Perilipin-1,0.8920841813087463
Augurin levels,Niacin,0.8805786371231079
Aurora kinase B levels,Protein Kinase C-delta,0.8853312134742737
Axin-2 levels,Perilipin-1,0.9035482406616211
Azurocidin levels,Aspartame,0.8933935761451721
Beta-2-glycoprotein 1 levels,Apolipoprotein B-100,0.8552155494689941
Body mass index (MTAG),Body Mass Index,0.8875591158866882
Pregnancy-specific beta-1-glycoprotein 3 levels,Pregnancy-Associated Plasma Protein-A,0.9013211727142334
Pregnancy-specific beta-1-glycoprotein 4 levels,Pregnancy-Associated Plasma Protein-A,0.8977605700492859
Pregnancy-specific beta-1-glycoprotein 5 levels,Pregnancy-Associated Plasma Protein-A,0.8984990119934082
Putative pregnancy-specific beta-1-glycoprotein 7 levels,Pregnancy-Associated Plasma Protein-A,0.8793269395828247
Pregnancy-specific beta-1-glycoprotein 8 levels,Pregnancy-Associated Plasma Protein-A,0.8999204635620117
Pregnancy-specific beta-1-glycoprotein 9 levels,Pregnancy-Associated Plasma Protein-A,0.8996949195861816
26S proteasome non-ATPase regulatory subunit 4 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.8587701916694641
26S proteasome non-ATPase regulatory subunit 9 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.8605445623397827
Beta-defensin 112 levels,Perilipin-1,0.8777982592582703
Beta-defensin 113 levels,Perilipin-1,0.8747735619544983
Proteasome subunit beta type-9 levels,Protein Kinase C-theta,0.8822881579399109
PH and SEC7 domain-containing protein 1 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.9003493189811707
Protrudin levels,Insulin Lispro,0.8610017895698547
Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.9003865718841553
Pre-mRNA-processing factor 6 levels,Protein Kinase C-delta,0.8639340996742249
Protein shisa-2 homolog levels,Perilipin-1,0.8793123364448547
Proteasome subunit alpha type-1 levels,Protein Kinase C-theta,0.8786157965660095
Beta-defensin 116 levels,Perilipin-1,0.8751894235610962
Beta-defensin 119 levels,Insulin Aspart,0.8699281811714172
Beta-defensin 121 levels,Perilipin-1,0.8731725811958313
Beta-defensin 128 levels,Insulin Aspart,0.868481457233429
Beta-defensin 129 levels,Insulin Aspart,0.8695173263549805
Beta-defensin 132 levels,Perilipin-1,0.8758063316345215
Beta-defensin 135 levels,Insulin Aspart,0.8699207305908203
Beta-defensin 136 levels,Insulin Aspart,0.8689531683921814
3-hydroxybutyrate dehydrogenase type 2 levels,Hydroxymethylglutaryl-CoA Reductase Inhibitors,0.8956460952758789
BDNF/NT-3 growth factors receptor levels,Protein Kinase C-theta,0.8671166300773621
Beta-enolase levels,Carboxylesterase,0.8628469109535217
BET1-like protein levels,Protein Kinase C-delta,0.8714889287948608
Beta-casein levels,Gliadin,0.8916656374931335
Beta-glucuronidase levels,Glucose Oxidase,0.8649917244911194
Biglycan levels,Glycosylation,0.867531955242157
